FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,1,1354.47,203.58,1280.78,250.684,1280.82,247.671,1374.92,377.24,1475.16,365.331,0.0,0.0,1372.01,315.374,1472.15,312.447,1333.81,459.595,1330.96,474.326,1469.24,424.294,1542.91,545.037,0.0,0.0,0.0,0.0,0.0,0.0,1348.5,194.756,0.0,0.0,1304.41,197.738,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.62,503.732,1592.81,521.461,1542.8,559.787
1,1,1354.46,203.599,1280.78,250.705,1280.81,247.695,1375.0,377.215,1478.0,362.608,0.0,0.0,1371.99,315.37,1472.14,312.461,1330.91,459.685,1330.82,477.228,1469.22,424.3,1545.68,545.02,0.0,0.0,0.0,0.0,0.0,0.0,1348.5,194.758,0.0,0.0,1304.42,197.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.62,503.703,1592.83,521.445,1542.81,559.749
2,1,1354.44,203.594,1280.76,250.725,1280.74,247.668,1374.99,377.207,1477.99,362.596,0.0,0.0,1372.04,315.373,1472.13,312.439,1333.75,459.688,1330.88,477.256,1469.21,424.298,1542.91,545.031,0.0,0.0,0.0,0.0,0.0,0.0,1348.48,194.758,0.0,0.0,1304.4,197.731,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.6,503.746,1592.77,524.317,1542.78,562.62
3,1,1354.45,203.598,1280.73,250.684,1280.77,247.694,1375.02,377.183,1478.0,362.556,0.0,0.0,1372.01,315.379,1472.11,312.437,1330.97,459.637,1330.87,474.389,1469.23,424.348,1542.9,544.991,0.0,0.0,0.0,0.0,0.0,0.0,1348.48,194.763,0.0,0.0,1304.4,197.736,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.58,503.756,1589.98,524.358,1542.79,559.729
4,1,1354.44,203.6,1277.9,250.664,1280.8,247.715,1375.04,377.182,1478.0,362.557,0.0,0.0,1371.96,315.363,1472.1,312.443,1330.92,459.718,1330.85,477.264,1469.23,424.315,1542.86,545.005,0.0,0.0,0.0,0.0,0.0,0.0,1348.47,194.772,0.0,0.0,1304.38,197.742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.56,503.741,1589.97,524.333,1542.76,559.747
5,1,1354.43,203.588,1280.72,250.671,1280.76,247.657,1375.02,374.33,1478.02,362.552,0.0,0.0,1369.15,315.357,1472.09,312.452,1333.78,459.58,1330.91,474.326,1469.23,424.323,1542.81,547.858,0.0,0.0,0.0,0.0,0.0,0.0,1348.45,194.754,0.0,0.0,1304.38,197.741,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.55,503.825,1589.94,524.407,1542.69,562.642
6,1,1354.43,203.596,1277.91,250.657,1280.82,247.704,1375.0,374.309,1478.02,362.55,0.0,0.0,1369.13,315.372,1472.11,312.448,1330.88,459.704,1330.81,477.256,1469.22,424.32,1542.85,544.99,0.0,0.0,0.0,0.0,0.0,0.0,1348.46,194.758,0.0,0.0,1304.38,197.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.53,503.744,1589.95,524.326,1542.73,559.746
7,1,1354.43,203.585,1280.7,250.711,1280.75,247.7,1375.01,374.346,1478.02,362.544,0.0,0.0,1369.14,315.375,1472.08,312.451,1330.89,459.72,1330.81,477.262,1469.24,424.312,1542.81,545.005,0.0,0.0,0.0,0.0,0.0,0.0,1348.46,194.756,0.0,0.0,1304.39,197.746,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.55,500.874,1592.8,518.515,1542.7,559.754
8,1,1354.43,203.587,1280.72,250.684,1280.83,247.725,1375.0,374.349,1478.03,362.546,0.0,0.0,1369.13,315.378,1472.09,312.451,1330.92,459.717,1330.84,477.241,1469.26,424.301,1542.85,544.992,0.0,0.0,0.0,0.0,0.0,0.0,1348.46,194.755,0.0,0.0,1304.39,197.744,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.53,500.813,1592.81,518.464,1542.73,559.76
9,1,1354.44,203.589,1280.72,250.679,1280.79,247.685,1374.98,374.337,1478.04,362.543,0.0,0.0,1369.11,315.379,1472.05,312.462,1330.94,459.631,1330.88,474.344,1469.24,424.307,1542.84,545.003,0.0,0.0,0.0,0.0,0.0,0.0,1348.46,194.752,0.0,0.0,1304.38,197.733,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1604.5,500.855,1592.76,518.512,1542.75,559.728
