FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,0,542.109,206.505,474.355,291.795,412.552,333.119,503.656,459.532,656.888,465.588,527.37,247.773,600.94,324.332,701.066,356.579,527.375,433.234,497.935,462.582,0.0,0.0,0.0,0.0,553.937,406.699,0,0,0,0,524.385,197.592,0.0,0.0,456.574,206.484,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,542.08,206.486,474.307,291.761,412.555,333.116,503.721,459.574,659.784,465.58,527.324,247.724,600.972,324.279,701.006,353.728,527.263,436.112,494.991,468.457,0.0,0.0,0.0,0.0,553.81,409.555,0,0,0,0,524.365,197.564,0.0,0.0,456.576,206.482,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,542.096,206.476,474.322,291.801,412.545,335.978,503.767,459.58,656.902,468.44,527.333,247.727,600.95,327.178,703.908,356.575,527.282,436.016,494.996,462.683,0.0,0.0,0.0,0.0,553.827,406.712,0,0,0,0,524.333,197.577,0.0,0.0,456.577,203.702,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,542.086,203.695,474.322,291.775,412.536,335.998,503.73,459.562,659.775,468.467,527.34,247.698,600.908,324.337,698.091,356.568,527.25,436.042,494.929,462.677,0.0,0.0,0.0,0.0,553.825,409.504,0,0,0,0,524.326,197.545,0.0,0.0,456.543,203.696,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,542.082,203.704,474.339,291.779,412.539,336.019,503.764,459.597,659.752,465.606,527.374,247.662,600.886,324.29,698.108,356.555,527.4,436.01,500.793,462.669,0.0,0.0,0.0,0.0,553.934,409.477,0,0,0,0,524.302,197.554,0.0,0.0,456.561,206.477,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,542.064,206.501,474.342,291.754,412.556,333.095,503.673,459.541,659.777,465.591,527.349,247.699,600.908,324.299,698.112,353.707,527.284,436.046,494.99,465.5,0.0,0.0,0.0,0.0,553.842,409.504,0,0,0,0,524.283,197.575,0.0,0.0,456.564,203.677,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,542.101,206.487,474.388,291.767,412.573,335.959,503.722,459.538,656.896,465.571,527.373,247.683,600.894,324.302,701.03,356.577,527.348,436.03,497.911,462.685,0.0,0.0,0.0,0.0,553.892,409.481,0,0,0,0,524.311,197.575,0.0,0.0,456.558,203.667,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,544.934,203.693,474.386,288.986,412.598,333.102,503.683,459.574,659.782,465.577,527.375,247.667,600.895,324.323,698.122,353.709,527.295,436.068,494.98,465.514,0.0,0.0,0.0,0.0,553.853,409.533,0,0,0,0,524.293,197.573,536.236,185.872,456.564,203.66,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,542.097,206.484,474.379,291.742,412.551,333.077,503.718,459.589,659.745,465.596,527.417,247.696,600.935,327.164,698.146,353.715,527.307,436.098,494.986,465.587,0.0,0.0,0.0,0.0,553.895,409.555,0,0,0,0,524.321,197.584,0.0,0.0,456.579,203.689,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,542.108,206.486,477.197,291.799,412.555,333.123,503.701,459.613,659.786,465.6,530.21,247.775,600.924,327.158,701.042,353.717,527.277,436.102,494.936,465.589,0.0,0.0,0.0,0.0,553.856,409.558,0,0,0,0,524.334,197.588,0.0,0.0,456.589,206.477,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
