FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,1,1324.86,227.143,1254.36,286.025,1257.36,294.788,1327.98,412.636,1416.14,394.942,1248.43,271.23,1328.02,339.032,1422.21,338.827,1310.3,465.588,1310.2,483.282,1425.17,435.996,1483.89,559.707,0.0,0.0,1448.66,365.498,1498.62,515.571,1307.37,221.199,0.0,0.0,1277.78,227.188,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1324.85,227.138,1254.36,286.001,1257.31,294.729,1328.03,412.631,1416.17,392.072,1248.47,271.263,1330.78,339.032,1422.19,336.065,1310.32,468.451,1310.24,483.3,1425.14,433.244,1483.9,559.68,0.0,0.0,1448.65,368.428,1498.58,515.604,1307.37,221.201,0.0,0.0,1277.79,227.212,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1324.85,227.135,1257.15,288.861,1257.33,294.807,1330.74,412.637,1416.22,392.005,1251.33,271.264,1330.86,339.02,1424.93,336.022,1310.31,462.67,1310.22,483.21,1425.17,433.124,1481.01,559.71,0.0,0.0,1448.65,368.428,1498.62,518.478,1307.36,221.203,0.0,0.0,1277.79,227.21,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1322.06,227.147,1254.37,288.828,1257.31,294.812,1330.77,412.603,1416.22,391.993,1248.46,271.245,1330.78,339.043,1424.92,336.047,1310.27,465.573,1310.21,483.276,1425.15,433.185,1483.87,559.699,0.0,0.0,0.0,0.0,0.0,0.0,1307.35,221.197,0.0,0.0,1277.78,227.192,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1322.06,227.153,1257.13,288.87,1257.33,294.84,1330.76,412.59,1416.17,392.0,1248.46,271.258,1330.82,339.013,1424.94,336.019,1307.4,468.435,1307.36,483.3,1425.15,433.208,1483.92,559.724,0.0,0.0,0.0,0.0,0.0,0.0,1307.35,221.198,0.0,0.0,1277.78,227.191,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,1322.04,227.156,1257.14,288.891,1257.33,294.855,1330.79,412.569,1419.05,391.972,1248.46,271.275,1330.84,339.036,1422.18,335.998,1307.42,465.53,1307.35,483.267,1425.2,433.231,1483.92,559.72,0.0,0.0,0.0,0.0,0.0,0.0,1307.34,221.198,0.0,0.0,1277.77,227.197,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,1322.03,227.155,1257.18,288.919,1257.32,294.842,1328.03,412.502,1419.12,391.914,1251.39,271.341,1330.93,339.074,1422.17,335.934,1310.2,468.433,1307.34,483.298,1428.0,435.998,1486.78,562.678,0.0,0.0,1460.35,400.756,1498.64,524.389,1307.34,221.204,0.0,0.0,1277.78,227.213,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,1,1322.03,227.145,1257.18,288.941,1257.32,294.846,1330.78,412.544,1421.94,389.041,1251.36,271.382,1330.87,339.084,1422.1,335.969,1313.17,462.674,1307.42,483.228,1427.95,436.031,1483.95,559.729,0.0,0.0,0.0,0.0,1498.61,524.358,1307.34,221.2,0.0,0.0,1277.78,227.204,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,1322.02,227.138,1254.27,288.874,1257.31,294.799,1330.75,412.449,1421.99,389.048,1242.6,271.334,1328.02,339.063,1422.11,335.916,1310.22,462.646,1307.39,483.183,1425.17,436.003,1486.8,559.735,0.0,0.0,1454.5,386.144,1498.62,524.354,1307.33,221.207,0.0,0.0,1277.78,227.202,0.0,0.0,1548.61,518.507,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,1322.02,227.151,1254.32,288.827,1257.31,294.741,1328.03,409.704,1422.17,388.915,1245.47,271.317,1330.76,339.099,1422.21,333.136,1307.42,462.652,1307.36,483.164,1427.96,436.107,1489.7,559.694,0.0,0.0,0.0,0.0,0.0,0.0,1307.33,221.206,0.0,0.0,1277.78,227.219,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
