FrameNumber,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74
0,547.827,224.192,480.116,303.614,403.693,333.061,512.651,462.561,712.761,462.642,550.865,277.134,615.621,374.298,712.757,433.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.612,215.392,544.949,200.602,444.944,224.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.5,221.14,1233.71,291.853,1233.68,294.816,1354.41,330.163,1428.09,294.789,0.0,0.0,0.0,0.0,0.0,0.0,1327.91,456.688,1324.91,477.282,1448.47,391.903,1516.34,524.325,0.0,0.0,0.0,0.0,0.0,0.0,1283.88,200.75,0.0,0.0,1254.29,218.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.94,503.673,1566.37,518.512,1513.28,542.044,1351.53,674.51,1372.0,824.619,1236.74,815.803,0.0,0.0,0.0,0.0,1501.55,833.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.88,650.999,1378.02,648.18,1283.77,692.098,1424.98,695.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,547.831,224.2,480.109,303.616,403.696,333.066,515.559,462.608,715.591,462.612,550.861,277.139,615.609,374.326,715.664,430.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.609,215.385,544.93,200.592,444.962,224.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.49,221.156,1233.65,291.841,1233.68,294.806,1354.39,333.014,1428.06,294.798,0.0,0.0,0.0,0.0,0.0,0.0,1324.94,456.714,1319.09,477.343,1445.67,391.969,1516.31,512.643,0.0,0.0,0.0,0.0,0.0,0.0,1283.87,200.76,0.0,0.0,1254.3,218.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.06,491.976,1566.34,506.774,1513.33,533.293,1351.52,674.524,1372.09,824.595,1239.61,815.785,0.0,0.0,0.0,0.0,1501.56,833.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.88,651.006,1378.0,648.172,1283.76,692.105,1424.98,695.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,547.832,224.175,477.361,300.783,403.674,333.039,518.471,462.69,715.694,462.56,550.831,274.317,615.58,374.257,712.766,433.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.585,215.362,542.109,200.598,444.943,224.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.47,221.125,1233.65,291.848,1233.67,294.813,1354.36,330.186,1428.09,294.79,0.0,0.0,0.0,0.0,0.0,0.0,1324.94,456.74,1319.07,477.337,1445.71,389.125,1516.17,509.739,0.0,0.0,0.0,0.0,0.0,0.0,1283.86,200.735,0.0,0.0,1254.28,215.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.1,494.941,1563.36,506.829,1507.49,530.371,1351.53,674.551,1374.94,824.59,1242.6,812.924,0.0,0.0,0.0,0.0,1501.61,833.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.89,651.036,1378.01,650.899,1283.78,692.134,1424.97,695.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,547.825,224.151,477.344,303.613,403.707,333.12,512.689,462.597,715.586,462.578,550.749,274.302,615.613,374.298,712.733,433.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.571,215.366,542.114,200.571,444.956,224.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.49,221.141,1233.64,291.828,1233.67,294.811,1351.53,333.03,1430.88,294.805,0.0,0.0,0.0,0.0,0.0,0.0,1324.92,456.694,1319.07,477.304,1445.7,391.914,1516.28,509.66,0.0,0.0,0.0,0.0,0.0,0.0,1283.86,200.749,0.0,0.0,1254.29,218.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.09,491.983,1566.23,506.757,1513.31,530.345,1351.53,674.537,1374.92,824.632,1242.6,815.735,0.0,0.0,0.0,0.0,1504.46,833.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.9,651.023,1378.01,648.187,1283.78,692.13,1424.97,695.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,545.052,224.182,480.112,300.782,403.679,333.076,515.616,462.63,715.607,462.534,550.861,274.324,615.592,374.291,712.791,433.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.584,215.37,542.109,200.579,444.966,224.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.46,221.14,1233.63,291.838,1233.71,294.83,1354.36,330.195,1430.91,294.75,0.0,0.0,0.0,0.0,0.0,0.0,1324.94,456.695,1321.99,477.3,1445.74,389.13,1516.39,512.592,0.0,0.0,0.0,0.0,0.0,0.0,1283.84,200.74,0.0,0.0,1254.3,218.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.03,492.06,1566.32,506.804,1516.2,533.206,1351.53,674.536,1374.88,824.557,1242.56,812.876,0.0,0.0,0.0,0.0,1501.55,833.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.07,939.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.88,651.027,1378.01,650.906,1283.78,692.12,1424.97,695.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,547.851,224.193,480.089,300.736,403.692,330.186,509.76,462.565,712.796,462.583,550.819,274.294,615.574,374.293,709.834,433.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.607,215.353,544.98,200.601,444.964,224.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.46,221.151,1233.66,291.841,1233.66,294.849,1354.37,333.035,1428.09,294.769,0.0,0.0,0.0,0.0,0.0,0.0,1330.79,456.639,1327.89,474.373,1445.71,389.119,1516.23,512.584,0.0,0.0,0.0,0.0,0.0,0.0,1283.85,200.761,0.0,0.0,1254.26,218.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.93,497.859,1566.24,509.67,1510.43,530.343,1351.54,674.491,1374.86,827.51,1239.65,818.727,0.0,0.0,0.0,0.0,1501.59,833.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.9,651.008,1378.02,648.181,1283.78,692.078,1424.99,695.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,547.848,224.156,480.089,300.761,403.68,333.054,512.636,462.582,712.807,462.552,550.808,274.292,615.576,374.276,712.735,433.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.586,215.337,544.975,200.556,444.973,224.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.46,221.127,1233.67,291.843,1233.7,294.838,1354.37,330.191,1430.89,294.789,0.0,0.0,0.0,0.0,0.0,0.0,1324.89,456.783,1316.15,480.203,1445.7,389.115,1516.3,509.767,0.0,0.0,0.0,0.0,0.0,0.0,1283.85,200.734,0.0,0.0,1254.28,218.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.08,491.99,1566.26,506.749,1513.36,533.197,1351.53,674.523,1374.91,824.556,1245.51,812.928,0.0,0.0,0.0,0.0,1501.55,833.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.89,651.007,1378.01,648.182,1283.8,692.101,1424.98,695.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,547.871,224.179,477.352,300.766,403.687,333.064,512.592,462.581,712.775,462.585,550.808,274.28,612.682,371.402,709.842,433.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.452,215.333,545.022,200.571,444.961,224.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.47,221.166,1233.67,291.839,1233.69,294.818,1354.4,330.201,1428.08,294.825,0.0,0.0,0.0,0.0,0.0,0.0,1324.87,456.742,1316.13,480.216,1445.75,391.902,1513.33,509.659,0.0,0.0,0.0,0.0,0.0,0.0,1283.86,200.764,0.0,0.0,1254.28,218.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.35,483.265,1560.39,503.777,1510.37,530.28,1351.53,674.531,1374.88,824.578,1242.61,812.964,0.0,0.0,0.0,0.0,1501.51,833.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.88,651.027,1378.02,650.901,1283.79,692.094,1424.98,695.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,547.85,224.164,477.339,300.771,403.701,333.04,509.73,462.556,715.591,462.568,550.766,274.308,612.69,371.395,709.854,433.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.585,215.334,545.014,200.568,444.934,224.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.49,221.113,1233.72,291.837,1233.72,294.828,1354.43,330.194,1428.09,294.803,0.0,0.0,0.0,0.0,0.0,0.0,1324.99,456.695,1322.0,477.276,1448.47,391.933,1513.38,509.691,0.0,0.0,0.0,0.0,0.0,0.0,1283.86,200.728,0.0,0.0,1254.29,218.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.39,486.165,1560.4,503.864,1510.4,530.321,1351.54,674.546,1374.91,824.605,1245.49,812.963,0.0,0.0,0.0,0.0,1501.55,833.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.9,651.028,1378.03,650.909,1283.78,692.092,1424.97,695.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,547.852,224.166,477.311,303.621,403.693,333.091,509.767,462.556,712.805,462.571,547.981,274.304,615.599,377.177,715.647,430.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.608,215.338,545.017,200.574,444.936,224.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.45,221.143,1233.69,291.831,1233.67,294.824,1354.42,333.013,1430.89,294.791,0.0,0.0,0.0,0.0,0.0,0.0,1327.92,453.78,1324.96,474.345,1445.73,391.948,1516.15,512.604,0.0,0.0,0.0,0.0,0.0,0.0,1283.86,200.758,0.0,0.0,1254.28,218.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563.37,509.738,1510.37,530.3,1351.54,674.519,1372.1,821.693,1242.58,812.938,0.0,0.0,0.0,0.0,1501.52,833.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.89,651.008,1378.01,648.185,1283.78,692.078,1424.96,695.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
