FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,2,1425.17,700.982,1439.73,860.018,1322.01,856.926,0.0,0.0,0.0,0.0,1560.35,871.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.48,677.507,1457.38,677.47,1374.87,706.924,1495.81,712.762,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1425.18,700.972,1439.72,859.99,1322.02,856.891,0.0,0.0,0.0,0.0,1560.32,868.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.5,680.338,1457.4,677.466,1374.89,706.92,1495.81,712.711,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1427.92,700.961,1439.75,859.979,1322.03,856.868,0.0,0.0,0.0,0.0,1560.35,871.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.54,677.498,1457.43,677.469,1374.93,706.922,1495.81,712.713,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1425.21,700.973,1439.76,859.985,1322.03,856.877,0.0,0.0,0.0,0.0,1560.35,868.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.53,677.489,1457.45,677.452,1374.93,706.922,1495.82,712.707,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1427.93,700.985,1439.78,860.018,1322.06,856.887,0.0,0.0,0.0,0.0,1560.37,871.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.54,677.495,1457.47,677.461,1374.94,709.777,1495.8,712.729,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,1427.94,700.991,1439.78,859.999,1324.87,856.859,0.0,0.0,0.0,0.0,1560.37,871.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.56,677.502,1460.31,677.466,1374.97,706.936,1495.82,712.709,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,2,1427.95,700.985,1439.75,859.967,1324.86,856.872,0.0,0.0,0.0,0.0,1560.33,868.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.59,677.503,1460.32,677.493,1375.0,706.915,1495.82,712.746,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,2,1427.96,701.001,1439.74,859.975,1324.87,856.896,0.0,0.0,0.0,0.0,1557.51,868.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.58,677.51,1460.33,677.494,1375.0,706.92,1495.81,712.726,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,1427.96,701.003,1439.75,859.989,1322.07,856.892,0.0,0.0,0.0,0.0,1560.34,871.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.59,677.52,1460.33,677.518,1375.0,706.905,1495.8,712.747,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,2,1427.97,700.981,1439.74,859.984,1322.05,856.9,0.0,0.0,0.0,0.0,1560.33,868.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1401.59,680.343,1460.33,677.503,1375.0,706.936,1495.8,712.761,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
