FrameNumber,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74
0,527.35,227.205,483.22,306.575,433.106,338.962,521.481,465.512,671.637,500.813,536.229,271.362,621.558,359.526,736.336,392.081,512.671,477.343,480.217,503.874,0.0,0.0,0.0,0.0,550.971,447.908,0.0,0.0,0.0,0.0,503.822,221.212,527.333,206.557,453.781,238.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.64,238.863,1230.76,300.665,1245.54,294.932,1351.45,365.446,1425.13,324.257,1210.24,303.685,1324.95,356.668,1401.61,318.351,1289.7,471.447,1304.35,477.288,1433.86,409.652,1539.8,503.827,0.0,0.0,1407.43,389.121,0.0,0.0,1271.94,224.09,0.0,0.0,1236.73,230.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.73,527.262,1428.06,721.669,1439.74,860.055,1316.13,859.987,0.0,0.0,0.0,0.0,1560.4,865.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.64,709.857,1451.63,706.822,1374.91,739.356,1492.67,739.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,527.307,227.203,483.21,306.55,433.111,338.933,521.498,462.67,671.685,500.763,536.198,271.349,621.533,359.553,733.351,394.865,515.531,477.352,480.248,503.904,0.0,0.0,0.0,0.0,550.993,447.875,0.0,0.0,0.0,0.0,503.788,221.209,527.308,206.605,453.756,235.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.64,238.844,1230.75,300.686,1248.38,294.924,1351.45,365.331,1425.13,324.249,1210.18,306.583,1321.98,359.488,1401.59,318.35,1295.52,468.524,1307.24,474.389,1436.76,412.49,1536.92,503.856,0.0,0.0,1404.54,388.977,0.0,0.0,1271.94,224.07,0.0,0.0,1236.73,230.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.84,527.306,1428.03,721.72,1442.6,860.069,1319.03,859.954,0.0,0.0,0.0,0.0,1560.44,865.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.64,712.685,1451.63,706.919,1374.94,742.102,1492.66,739.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,527.301,227.175,483.199,306.551,433.072,338.933,521.498,462.646,671.683,497.943,536.207,271.353,621.5,359.551,727.478,394.925,512.648,477.326,480.184,503.853,0.0,0.0,0.0,0.0,550.978,447.866,0.0,0.0,0.0,0.0,503.793,221.202,527.304,206.599,453.762,235.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.93,235.999,1230.74,300.672,1245.52,294.923,1351.49,362.58,1425.14,321.409,1210.18,306.569,1319.07,359.515,1401.6,318.334,1295.55,468.486,1307.24,474.396,1433.91,412.443,1539.73,503.867,0.0,0.0,1404.49,386.133,0.0,0.0,1269.06,221.367,0.0,0.0,1236.72,230.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.88,527.304,1428.02,721.69,1439.78,862.83,1316.15,860.019,0.0,0.0,0.0,0.0,1560.46,868.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.63,712.686,1451.62,706.864,1374.93,742.083,1492.67,739.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,527.313,227.162,483.206,303.707,433.058,338.914,524.369,462.686,671.694,497.9,536.209,271.358,621.497,359.599,727.483,397.818,512.668,480.121,480.236,506.66,0.0,0.0,0.0,0.0,550.961,447.885,0.0,0.0,0.0,0.0,503.792,221.186,527.331,206.529,453.748,236.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.95,238.828,1230.7,297.857,1245.45,294.897,1351.47,362.528,1425.18,321.35,1210.19,303.687,0.0,0.0,1401.55,318.387,0.0,0.0,1304.43,477.291,1436.77,412.495,1536.86,503.901,0.0,0.0,1404.47,386.104,0.0,0.0,1269.07,221.371,0.0,0.0,1236.71,230.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.86,492.006,1539.76,527.364,1428.04,721.66,1439.74,860.008,1316.16,859.954,0.0,0.0,0.0,0.0,1560.37,862.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.64,712.669,1451.63,706.835,1374.95,742.138,1492.68,739.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,527.305,227.155,483.214,303.697,433.093,338.892,524.406,462.669,671.672,497.877,536.191,271.363,621.477,359.576,724.588,397.843,512.686,480.133,480.262,506.691,0.0,0.0,0.0,0.0,550.959,447.88,0.0,0.0,0.0,0.0,503.781,221.178,527.312,206.532,453.759,235.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.93,235.952,1230.73,297.85,1245.49,294.884,1351.49,362.51,1427.95,321.304,1210.21,303.703,0.0,0.0,1401.5,318.397,1289.71,474.341,1304.39,477.325,1433.89,412.465,1536.92,503.876,0.0,0.0,1404.51,386.158,0.0,0.0,1269.04,221.334,0.0,0.0,1236.73,230.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.97,489.039,1539.83,527.332,1428.05,721.676,1442.6,860.083,1316.18,859.972,0.0,0.0,0.0,0.0,1563.27,868.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.65,712.693,1454.43,706.878,1374.97,742.163,1492.69,739.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,527.315,227.158,483.233,303.693,433.109,338.892,524.429,462.628,674.467,497.842,536.219,271.37,621.459,359.582,727.446,397.857,515.525,477.322,480.261,503.867,0.0,0.0,0.0,0.0,550.977,447.834,0.0,0.0,0.0,0.0,503.819,221.189,527.331,206.572,453.788,235.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.92,235.951,1230.75,297.834,1245.54,294.88,1351.47,362.481,1427.96,321.262,1210.2,303.661,0.0,0.0,1401.57,318.46,1295.5,468.466,1307.22,474.354,1436.76,412.509,1539.75,506.644,0.0,0.0,1404.43,386.053,0.0,0.0,1269.03,221.343,0.0,0.0,1236.73,230.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.88,492.011,1539.86,527.345,1430.87,721.717,1442.63,862.979,1319.04,860.024,0.0,0.0,0.0,0.0,1563.4,874.64,1595.74,1045.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.38,712.771,1454.49,709.758,1374.99,742.228,1492.71,739.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,527.319,227.145,483.224,303.7,433.092,338.906,524.431,462.636,671.699,497.861,536.221,271.359,621.443,359.58,724.598,397.845,512.658,480.131,480.21,506.667,0.0,0.0,0.0,0.0,550.964,447.885,0.0,0.0,0.0,0.0,503.815,221.153,527.323,206.554,453.808,235.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.93,235.98,1230.72,297.845,1245.52,294.886,1351.47,362.471,1425.18,321.289,1210.17,303.676,0.0,0.0,1401.56,318.476,1295.48,468.505,1304.43,477.232,1433.88,412.508,1539.74,506.668,0.0,0.0,1404.45,386.099,0.0,0.0,1269.03,221.363,0.0,0.0,1236.73,230.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.92,494.945,1539.84,527.393,1430.88,721.68,1442.62,862.862,1316.18,859.958,1274.96,1001.25,0.0,0.0,1563.32,871.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.39,712.735,1454.5,706.923,1375.01,742.211,1492.74,739.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,527.329,227.151,483.241,306.543,433.115,338.908,524.438,462.659,671.69,497.856,539.067,271.372,621.469,359.573,727.479,397.886,512.692,480.15,480.231,506.693,0.0,0.0,0.0,0.0,550.973,447.899,0.0,0.0,0.0,0.0,503.827,221.171,527.326,206.563,453.811,235.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.92,235.953,1230.7,297.847,1245.52,294.881,1351.47,362.466,1425.16,321.284,1210.15,303.675,0.0,0.0,1401.55,318.486,1292.6,471.382,1304.44,477.235,1439.75,412.577,1539.75,506.653,0.0,0.0,1404.47,386.083,0.0,0.0,1269.03,221.339,0.0,0.0,1236.72,230.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.88,491.98,1539.85,527.366,1430.88,721.632,1442.58,860.009,1319.1,859.853,1277.79,989.464,0.0,0.0,1560.45,865.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.4,712.668,1454.5,706.832,1375.01,742.183,1492.76,739.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,527.344,227.139,483.229,303.667,433.1,338.874,524.404,462.614,674.474,497.886,539.085,271.362,621.451,359.566,727.489,397.885,512.652,477.354,480.227,506.63,0.0,0.0,0.0,0.0,550.951,447.863,0.0,0.0,0.0,0.0,503.836,221.162,527.33,206.566,453.798,235.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.93,235.965,1230.69,297.842,1245.49,294.868,1351.46,362.46,1425.16,321.29,1210.13,303.693,0.0,0.0,1401.54,318.478,1292.61,468.519,1304.42,477.232,1439.72,412.577,1539.73,506.7,0.0,0.0,1404.44,386.088,0.0,0.0,1269.04,221.337,0.0,0.0,1236.71,230.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.9,477.266,1586.89,494.969,1539.81,527.42,1430.9,721.654,1442.66,862.849,1319.05,859.885,1277.81,995.343,0.0,0.0,1563.39,874.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.43,712.676,1457.36,706.894,1375.03,742.223,1492.78,739.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,527.345,227.134,483.222,303.676,433.102,338.9,524.375,462.63,674.572,497.915,536.247,271.361,621.47,359.568,730.376,400.726,512.696,480.11,480.203,506.645,0.0,0.0,0.0,0.0,550.994,447.906,0.0,0.0,0.0,0.0,503.828,221.14,527.327,206.562,453.793,235.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.9,235.973,1230.69,297.848,1245.46,294.883,1351.49,362.451,1427.97,318.518,1210.15,303.678,0.0,0.0,1401.59,318.42,1292.56,471.415,1304.4,477.289,1436.78,412.531,1539.77,506.674,0.0,0.0,1404.44,386.076,0.0,0.0,1269.01,221.352,0.0,0.0,1236.71,230.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.82,474.355,1586.88,492.008,1539.86,527.401,1430.99,724.588,1442.62,862.836,1319.06,859.925,1277.79,998.195,0.0,0.0,1563.27,871.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.47,712.799,1457.44,709.867,1375.05,742.27,1492.77,739.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
