FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,2,1413.31,718.716,1428.03,865.828,1307.42,857.065,0.0,0.0,0.0,0.0,1557.46,880.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1392.59,701.074,1445.46,698.169,1363.28,742.189,1486.85,739.136,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1413.2,718.574,1425.13,862.979,1307.26,857.059,0.0,0.0,0.0,0.0,1551.63,880.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1389.66,698.102,1442.69,698.026,1360.3,739.223,1483.94,736.251,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1413.27,718.617,1425.17,865.791,1304.44,857.092,1280.7,992.405,0.0,0.0,1557.44,880.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1389.74,698.126,1445.46,698.041,1363.19,739.303,1486.87,736.238,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1413.26,721.625,1425.16,874.659,1301.36,862.872,0.0,0.0,0.0,0.0,1557.43,883.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1389.72,709.866,1442.72,706.905,1360.36,742.296,1486.83,739.31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1410.35,718.724,1425.12,868.712,1304.26,859.929,0.0,0.0,0.0,0.0,1557.47,880.539,1569.26,1045.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1389.66,703.938,1442.65,701.022,1360.26,739.34,1486.77,739.142,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,1410.29,718.602,1424.96,862.908,1304.27,857.054,0.0,0.0,0.0,0.0,1548.71,877.606,1566.4,1045.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1386.79,698.11,1442.64,698.044,1360.26,739.197,1483.84,736.253,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,2,1407.43,718.542,1425.03,860.067,1304.32,857.002,0.0,0.0,0.0,0.0,1551.59,874.659,1569.33,1042.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1383.9,698.06,1439.77,695.264,1357.44,739.254,1478.02,736.231,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,2,1407.38,718.792,1425.05,865.787,1304.36,859.863,0.0,0.0,0.0,0.0,1551.57,880.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1383.88,706.852,1439.76,703.927,1357.43,742.104,1480.95,739.26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,1407.45,721.604,1425.11,865.86,1304.31,859.9,0.0,0.0,0.0,0.0,1551.61,880.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1386.74,709.821,1442.59,706.83,1357.46,742.264,1480.96,739.311,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,2,1404.54,718.672,1425.09,860.046,1307.26,856.937,0.0,0.0,0.0,0.0,1548.66,874.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1380.97,701.04,1436.81,698.049,1357.33,739.242,1475.18,736.328,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,2,1404.49,718.534,1425.0,859.976,1304.39,856.939,0.0,0.0,0.0,0.0,1545.79,871.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1380.95,698.034,1436.77,695.214,1357.32,739.183,1475.09,733.382,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
11,2,1404.51,718.764,1425.04,860.059,1304.46,856.953,1266.06,974.654,0.0,0.0,1551.55,877.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1380.92,703.935,1436.77,698.12,1354.57,739.299,1475.08,736.299,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12,2,1404.43,721.599,1425.01,862.908,1304.42,857.046,1260.32,971.74,0.0,0.0,1545.69,874.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1380.9,709.869,1433.91,701.067,1357.35,742.249,1475.12,739.22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13,2,1404.38,718.762,1425.07,862.866,1304.41,857.053,1260.28,974.654,0.0,0.0,1548.7,877.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1378.12,706.903,1433.81,698.139,1357.29,742.141,1475.06,736.344,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14,2,1401.57,718.594,1424.98,859.973,1304.29,857.008,1260.17,974.626,0.0,0.0,1548.61,868.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1378.02,700.967,1430.87,695.267,1354.47,739.272,1472.29,733.344,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15,2,1401.5,718.653,1424.92,860.054,1301.44,857.101,1254.35,986.492,0.0,0.0,1548.64,871.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1377.93,703.889,1428.03,698.005,1354.43,742.135,1472.21,736.237,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,2,1401.54,718.804,1424.94,865.844,1301.36,860.056,1251.32,1001.16,0.0,0.0,1548.69,877.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1377.98,709.781,1428.07,698.146,1354.47,742.265,1472.24,736.34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17,2,1401.49,718.753,1422.21,862.959,1301.38,860.012,1248.45,1001.17,0.0,0.0,1548.64,874.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1377.91,709.768,1427.98,698.094,1354.41,742.27,1472.18,736.347,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18,2,1401.43,718.695,1422.19,860.036,1301.36,859.872,1248.4,998.3,0.0,0.0,1545.78,868.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1377.84,703.894,1427.92,698.02,1354.32,739.355,1472.13,736.238,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
