FrameNumber,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74
0,524.316,221.115,456.784,306.548,391.948,356.598,480.249,506.773,662.727,506.728,521.398,259.513,594.998,362.379,706.923,400.765,527.407,494.922,0.0,0.0,0.0,0.0,0.0,0.0,574.386,456.709,0.0,0.0,0.0,0.0,494.987,203.702,524.39,197.609,430.229,227.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.34,238.886,1304.36,300.759,1304.4,315.428,1375.06,386.117,1451.55,362.363,1304.43,291.929,1360.28,344.92,1427.98,342.02,1354.42,433.224,1354.34,447.861,1477.98,412.468,1525.13,524.434,0.0,0.0,0.0,0.0,0.0,0.0,1336.69,224.308,0.0,0.0,1307.21,241.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.28,480.24,1563.46,494.962,1522.11,539.09,1371.93,668.477,1377.92,809.897,1260.12,821.668,0.0,0.0,0.0,0.0,1495.75,798.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.84,648.033,1398.39,645.142,1304.39,695.047,1442.61,689.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,524.31,221.124,456.737,306.629,389.088,356.588,483.154,509.636,665.606,506.744,521.462,262.461,594.934,359.583,706.894,400.764,518.531,500.787,0.0,0.0,0.0,0.0,0.0,0.0,565.568,459.638,0.0,0.0,0.0,0.0,494.986,203.688,524.383,197.624,430.255,227.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.33,238.842,1304.28,300.736,1304.42,315.456,1377.94,386.166,1451.59,362.365,1304.23,291.878,1357.41,344.921,1427.99,341.98,1354.4,436.086,1354.34,450.836,1475.16,412.489,1525.09,527.331,0.0,0.0,0.0,0.0,0.0,0.0,1333.91,224.293,0.0,0.0,1307.21,241.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.32,480.31,1566.22,497.885,1519.32,542.107,1369.14,668.472,1377.88,809.813,1257.36,821.651,0.0,0.0,0.0,0.0,1495.64,795.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.85,648.005,1398.4,645.132,1304.42,694.995,1442.61,689.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,524.3,221.127,456.811,300.723,391.993,347.801,477.267,503.841,659.772,506.723,521.434,262.424,594.938,359.57,706.847,397.888,509.737,497.907,0.0,0.0,0.0,0.0,0.0,0.0,562.649,456.792,0.0,0.0,0.0,0.0,494.972,203.697,524.373,197.623,430.258,227.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.34,238.88,1301.46,297.849,1304.41,315.368,1377.91,386.176,1451.56,362.383,1301.37,291.781,1357.37,342.042,1427.93,341.988,1354.34,433.227,1354.31,447.897,1475.12,412.487,1522.24,527.231,0.0,0.0,0.0,0.0,0.0,0.0,1336.69,224.316,0.0,0.0,1307.2,241.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.25,480.28,1563.41,497.856,1519.25,542.093,1369.15,668.463,1377.88,809.81,1260.11,818.765,0.0,0.0,0.0,0.0,1495.63,795.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.84,648.0,1398.39,645.121,1304.4,694.984,1442.59,689.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,524.301,221.131,459.528,300.716,391.968,347.777,474.371,509.727,659.766,506.72,524.294,262.413,594.961,359.56,709.8,400.74,524.436,494.992,0.0,0.0,0.0,0.0,0.0,0.0,574.351,456.793,0.0,0.0,0.0,0.0,494.957,206.476,524.362,197.637,430.203,227.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.34,238.886,1295.56,297.843,1304.33,315.406,1377.95,386.169,1451.57,362.39,1289.6,288.977,1354.46,344.838,1425.16,342.022,1351.54,433.247,1354.31,450.783,1475.1,412.49,1522.25,527.316,0.0,0.0,0.0,0.0,0.0,0.0,1336.69,224.306,0.0,0.0,1307.19,241.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.26,480.263,1563.43,494.994,1519.28,547.856,1369.1,668.492,1375.11,809.917,1257.27,827.555,0.0,0.0,0.0,0.0,1495.63,795.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.82,648.044,1395.65,645.154,1304.36,692.255,1442.59,689.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,524.298,221.132,456.807,303.705,391.918,350.766,477.316,506.741,659.74,506.743,524.299,265.33,594.925,359.495,706.849,400.748,515.565,495.006,0.0,0.0,0.0,0.0,0.0,0.0,568.513,459.604,0.0,0.0,0.0,0.0,494.947,203.707,524.376,197.609,430.196,227.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.33,238.851,1301.45,300.774,1307.2,315.498,1377.88,386.17,1451.53,362.417,1298.41,291.864,1357.3,344.805,1425.13,341.992,1354.37,433.223,1354.42,447.859,1475.15,412.511,1522.11,527.439,0.0,0.0,0.0,0.0,0.0,0.0,1336.69,224.296,0.0,0.0,1307.19,241.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.21,483.103,1563.37,497.944,1519.17,547.994,1369.12,668.497,1375.09,812.775,1257.18,833.41,0.0,0.0,0.0,0.0,1495.66,795.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.84,648.039,1398.37,645.176,1304.38,694.99,1442.58,689.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,524.32,221.124,456.781,306.549,389.109,350.752,480.153,506.806,659.741,506.702,524.355,265.345,594.989,359.608,709.769,400.822,512.679,494.996,0.0,0.0,0.0,0.0,0.0,0.0,565.587,459.572,0.0,0.0,0.0,0.0,494.924,206.479,524.39,197.615,430.237,227.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.34,235.981,1304.23,297.791,1304.41,315.335,1377.91,386.166,1451.59,362.371,1301.39,288.97,1354.51,344.834,1425.15,341.98,1354.39,433.099,1354.41,442.042,1478.0,412.526,1519.36,533.205,1357.3,412.602,0.0,0.0,0.0,0.0,1336.69,224.277,0.0,0.0,1307.21,241.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.33,553.799,1369.12,668.501,1375.08,809.901,1257.26,830.438,0.0,0.0,0.0,0.0,1492.79,792.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.83,648.03,1398.38,645.146,1304.36,692.286,1442.59,689.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,524.296,221.131,456.824,303.675,391.948,350.714,474.369,506.874,659.756,506.724,524.329,265.343,594.996,359.605,709.772,400.788,512.652,497.866,0.0,0.0,0.0,0.0,0.0,0.0,562.697,459.607,0.0,0.0,0.0,0.0,494.929,206.499,524.382,197.604,430.232,227.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.33,238.859,1295.57,300.746,1307.24,315.496,1377.96,386.168,1451.53,362.374,1283.79,291.816,1354.43,347.768,1425.1,342.03,1351.5,436.005,1354.41,447.836,1478.06,412.506,1522.12,536.147,0.0,0.0,0.0,0.0,0.0,0.0,1333.91,224.285,0.0,0.0,1307.2,241.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.35,553.933,1369.1,668.499,1375.06,809.945,1257.23,830.52,0.0,0.0,0.0,0.0,1492.79,792.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.84,648.03,1398.37,645.167,1304.36,695.002,1442.58,689.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,524.297,221.127,456.802,309.492,391.93,353.7,480.326,509.73,659.783,506.714,524.316,265.389,595.022,359.575,709.772,400.79,521.449,497.899,0.0,0.0,0.0,0.0,0.0,0.0,571.434,459.648,0.0,0.0,0.0,0.0,492.083,203.704,524.379,197.592,430.184,230.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.31,238.831,1289.71,297.825,1304.36,315.523,1375.1,386.161,1451.57,362.386,1283.68,288.868,1354.42,341.988,1427.93,341.968,1354.33,433.233,1354.4,450.747,1478.02,412.526,1522.24,547.914,0.0,0.0,0.0,0.0,0.0,0.0,1333.89,224.276,0.0,0.0,1307.19,241.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.1,668.515,1377.83,809.95,1257.28,830.477,0.0,0.0,0.0,0.0,1495.64,795.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.82,648.047,1395.64,645.18,1304.36,694.999,1442.59,689.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,524.305,221.124,456.822,309.469,391.946,353.661,483.147,509.707,656.896,506.701,524.37,265.404,595.058,362.358,709.802,400.801,527.348,489.081,0.0,0.0,0.0,0.0,0.0,0.0,574.34,456.781,0.0,0.0,0.0,0.0,492.079,206.485,524.365,197.599,430.203,227.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.33,238.847,1301.36,297.863,1304.27,315.419,1375.06,386.136,1451.61,362.404,1298.5,291.75,1357.35,342.044,1427.98,341.97,1354.48,436.064,1354.4,450.85,1477.98,412.504,1522.16,530.382,0.0,0.0,0.0,0.0,0.0,0.0,1333.92,224.297,0.0,0.0,1307.18,241.884,0.0,0.0,1563.25,477.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.17,553.741,1369.1,668.503,1377.87,809.88,1257.33,830.447,0.0,0.0,0.0,0.0,1495.61,792.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.83,648.069,1395.62,645.172,1304.39,695.094,1442.57,689.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,524.3,221.126,456.805,309.488,389.121,356.588,474.304,509.668,656.893,506.714,524.376,265.418,597.835,362.389,709.813,400.774,521.429,492.062,0.0,0.0,0.0,0.0,0.0,0.0,565.595,456.794,0.0,0.0,0.0,0.0,492.072,206.492,524.374,197.616,430.208,227.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.32,238.833,1301.35,297.781,1304.25,315.375,1375.01,386.14,1451.61,362.379,1298.45,288.934,1357.4,344.837,1430.88,341.953,1357.3,433.223,1354.48,450.744,1477.97,412.501,1522.12,530.273,0.0,0.0,0.0,0.0,0.0,0.0,1333.91,224.295,0.0,0.0,1307.2,241.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566.25,483.258,0.0,0.0,1519.14,550.931,1369.08,668.526,1375.07,809.941,1257.25,830.469,0.0,0.0,0.0,0.0,1492.79,795.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.81,648.07,1395.61,645.177,1304.37,695.056,1439.79,689.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
