FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,0,483.147,127.151,418.401,218.275,359.523,253.578,489.082,386.177,683.331,409.466,483.118,177.074,553.8,283.012,647.947,344.89,480.241,447.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.716,109.464,483.19,103.418,386.127,132.917,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,483.089,127.161,415.586,218.296,359.562,253.649,494.97,388.929,683.317,406.69,480.285,177.03,553.81,283.042,647.982,344.915,480.21,444.926,444.959,486.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.671,109.46,483.154,103.437,386.099,132.915,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,483.088,127.182,415.526,218.311,356.674,253.659,497.937,388.889,683.345,406.659,480.205,177.07,553.84,283.103,648.048,344.943,480.194,439.12,444.899,483.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.683,109.484,483.146,103.464,386.085,132.896,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,483.074,127.157,415.568,218.348,359.55,253.679,492.051,386.074,683.305,406.59,480.274,177.108,553.813,283.063,648.025,344.945,480.281,441.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.691,109.478,483.135,103.471,386.095,132.921,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,480.343,127.156,415.558,221.104,359.543,253.684,492.007,386.006,683.382,406.589,480.287,177.142,553.824,283.093,648.126,347.76,480.235,441.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.638,109.471,483.079,103.5,386.095,132.918,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,480.319,127.164,415.58,221.144,359.564,256.568,497.882,386.059,686.235,403.741,480.305,177.141,553.841,283.106,648.136,344.961,480.279,442.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.606,109.484,480.381,103.536,386.095,132.952,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,480.329,129.877,415.545,221.126,356.673,253.676,491.998,385.981,686.244,403.729,480.329,177.151,553.838,283.103,650.909,344.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.601,109.511,480.39,103.549,386.088,132.967,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,480.332,127.173,415.565,221.119,359.513,253.649,492.034,385.957,686.224,403.726,480.33,177.139,553.867,285.937,648.17,344.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.581,109.494,483.068,103.513,386.075,132.944,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,480.294,127.158,415.567,221.101,356.617,253.577,486.183,383.073,686.225,403.743,483.132,177.184,553.838,283.097,650.979,347.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.57,109.483,480.382,103.525,386.085,132.958,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,480.276,127.167,415.551,221.12,356.653,253.626,489.043,383.1,683.355,403.702,480.336,177.192,553.88,285.954,651.007,347.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.551,109.475,480.375,103.53,386.083,132.967,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
