FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,2,1422.15,721.633,1425.11,854.097,1310.25,848.203,0.0,0.0,0.0,0.0,1542.86,859.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.02,904.102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.4,703.973,1448.53,709.746,1357.46,739.151,1486.8,739.278,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1422.16,721.611,1425.16,854.024,1316.18,845.227,0.0,0.0,0.0,0.0,1542.75,857.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.07,904.118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.42,703.941,1448.54,706.924,1360.23,739.164,1486.79,739.27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1422.15,718.803,1425.08,856.836,1310.31,851.03,0.0,0.0,0.0,0.0,1542.79,857.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.45,700.953,1448.51,703.898,1360.25,736.279,1486.77,739.12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1422.19,718.799,1425.16,854.044,1313.23,845.248,0.0,0.0,0.0,0.0,1542.79,856.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.48,700.969,1448.54,703.931,1360.29,736.275,1486.8,739.125,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1424.91,721.597,1427.94,856.912,1319.05,851.111,0.0,0.0,0.0,0.0,1542.75,857.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.48,703.9,1448.58,706.908,1360.29,736.369,1486.84,739.254,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,1424.93,721.576,1427.97,856.837,1319.12,851.145,0.0,0.0,0.0,0.0,1542.68,856.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.5,701.075,1448.59,706.874,1360.3,736.312,1486.85,739.216,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,2,1424.93,718.793,1428.06,856.843,1319.1,851.12,0.0,0.0,0.0,0.0,1542.82,856.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.54,698.154,1448.59,703.899,1360.36,736.209,1486.85,739.115,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,2,1424.97,718.795,1428.02,856.903,1319.03,853.967,0.0,0.0,0.0,0.0,1542.75,857.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.57,698.177,1448.6,703.904,1363.2,736.222,1486.85,739.124,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,1425.01,721.578,1428.09,856.881,1322.04,853.948,0.0,0.0,0.0,0.0,1542.75,857.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.6,703.908,1448.66,706.86,1363.26,736.317,1486.87,739.239,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,2,1425.02,718.792,1430.88,854.089,1322.04,851.062,0.0,0.0,0.0,0.0,1542.8,856.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1398.63,700.961,1448.66,703.892,1366.12,736.243,1489.66,739.176,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
