FrameNumber,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74
0,553.694,200.664,480.283,285.988,418.42,324.242,500.881,456.657,645.187,459.589,536.14,244.816,621.551,309.523,733.352,324.305,527.386,436.139,497.939,471.394,0.0,0.0,0.0,0.0,556.771,409.547,0.0,0.0,0.0,0.0,530.248,191.843,550.932,180.012,462.545,200.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.01,262.45,1313.17,318.391,1333.86,318.531,1425.2,412.43,1495.54,365.362,1295.54,315.513,1386.72,365.407,1460.32,333.012,0.0,0.0,1383.85,483.231,1519.22,433.238,1607.47,530.271,0.0,0.0,0.0,0.0,0.0,0.0,1363.27,247.609,0.0,0.0,1333.88,250.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.82,497.926,1639.92,512.612,1610.35,550.836,1374.96,706.911,1351.55,836.281,1224.92,851.044,0.0,0.0,0.0,0.0,1472.16,827.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.56,680.396,1401.46,686.29,1304.31,712.712,1439.68,715.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,551.015,200.671,480.316,288.827,418.449,327.163,500.891,456.662,645.166,459.598,536.159,244.818,621.56,309.47,733.401,324.284,527.413,436.126,500.804,468.513,0.0,0.0,0.0,0.0,556.802,409.552,0.0,0.0,0.0,0.0,530.261,191.84,550.899,180.015,459.818,200.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.02,262.48,1313.15,318.423,1333.83,318.523,1427.92,412.451,1492.81,365.361,1298.44,318.319,1383.88,365.414,1460.32,330.185,0.0,0.0,1389.7,480.329,1519.25,433.27,1607.45,530.24,0.0,0.0,0.0,0.0,0.0,0.0,1366.12,247.633,0.0,0.0,1333.89,250.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.74,497.922,1639.87,512.586,1610.37,550.794,1375.01,703.994,1351.46,833.467,1224.86,848.148,0.0,0.0,0.0,0.0,1472.12,818.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.4,677.506,1401.48,683.355,1304.32,712.682,1439.7,715.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,551.023,200.677,480.327,288.832,418.459,327.185,500.866,456.651,645.162,459.603,536.16,244.815,621.557,306.644,733.372,324.287,527.408,436.115,500.797,468.51,0.0,0.0,0.0,0.0,556.796,409.533,0.0,0.0,0.0,0.0,530.274,191.842,550.905,180.021,462.538,200.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.02,262.471,1313.16,318.416,1333.84,318.517,1427.92,412.447,1492.81,365.365,1298.45,318.317,1386.72,365.402,1460.32,330.178,0.0,0.0,1389.7,480.315,1519.25,433.257,1604.6,530.196,0.0,0.0,0.0,0.0,0.0,0.0,1363.28,247.626,0.0,0.0,1333.89,250.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.88,500.804,1637.05,512.647,1607.52,547.971,1374.99,703.923,1351.43,836.307,1221.92,851.087,0.0,0.0,0.0,0.0,1472.18,827.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.4,677.444,1401.47,683.3,1304.33,709.838,1439.69,715.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,553.72,200.681,480.3,286.021,418.492,327.189,503.648,456.664,645.162,459.596,533.296,244.786,621.522,306.545,736.218,321.389,527.376,436.149,500.77,471.435,0.0,0.0,0.0,0.0,556.749,409.545,0.0,0.0,0.0,0.0,530.285,191.86,550.919,180.083,462.582,200.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,262.457,1313.15,318.398,1336.71,318.518,1425.18,412.523,1492.78,365.415,1295.51,318.283,1380.89,365.447,1451.63,333.115,1375.0,477.285,1386.77,483.254,1519.2,436.045,1607.53,530.255,0.0,0.0,0.0,0.0,0.0,0.0,1363.26,247.631,0.0,0.0,1333.88,250.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.79,500.818,1639.92,512.669,1610.47,550.773,1375.05,706.901,1351.46,833.513,1224.93,848.203,0.0,0.0,0.0,0.0,1472.09,818.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.44,680.432,1401.53,686.269,1304.34,712.688,1439.79,715.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,553.731,200.689,480.324,286.006,421.362,324.316,503.638,456.657,645.158,459.614,533.308,244.786,621.531,306.551,736.257,321.393,527.368,436.143,497.94,471.397,0.0,0.0,0.0,0.0,556.744,409.525,0.0,0.0,0.0,0.0,530.334,191.849,550.949,180.067,462.615,200.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.99,262.457,1310.35,318.384,1333.88,318.529,1425.12,412.522,1492.78,365.452,1295.5,315.506,1380.91,365.411,1451.59,335.924,1377.92,474.394,1389.73,483.25,1519.19,436.033,1607.53,530.296,0.0,0.0,0.0,0.0,0.0,0.0,1363.25,247.627,0.0,0.0,1333.88,250.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.81,497.926,1639.96,512.595,1610.42,550.833,1375.07,709.774,1351.48,836.33,1224.88,853.95,0.0,0.0,0.0,0.0,1472.17,821.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.45,683.28,1401.56,686.324,1304.36,712.675,1442.6,715.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,553.721,200.682,480.309,285.98,421.338,327.21,503.695,456.687,645.153,459.608,533.295,244.744,621.467,303.701,736.217,321.358,527.346,436.044,497.911,465.568,0.0,0.0,0.0,0.0,553.928,406.69,0.0,0.0,0.0,0.0,530.331,191.833,550.962,180.068,462.562,200.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,262.447,1313.15,318.401,1333.86,318.516,1425.12,412.526,1492.78,365.422,1295.53,318.273,1380.87,365.416,1451.6,333.105,1377.94,468.498,1389.7,480.352,1519.16,433.207,1607.42,530.331,0.0,0.0,0.0,0.0,0.0,0.0,1363.25,247.628,0.0,0.0,1333.87,250.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.78,500.846,1639.89,515.552,1607.56,550.86,1375.08,706.891,1351.46,836.36,1224.86,853.988,0.0,0.0,0.0,0.0,1472.19,821.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.47,680.428,1401.57,686.263,1304.37,712.684,1442.61,715.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,553.718,200.676,480.343,285.925,418.5,324.211,503.674,456.662,645.113,459.566,536.139,244.788,621.463,303.649,736.208,321.323,527.298,436.083,494.979,468.439,0.0,0.0,0.0,0.0,553.914,409.499,0.0,0.0,0.0,0.0,530.315,191.854,550.956,180.063,462.568,200.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.99,262.442,1310.32,318.372,1333.87,318.514,1425.12,412.558,1492.75,365.477,1292.59,315.492,1380.87,362.608,1454.45,333.042,1374.98,474.4,1383.85,483.213,1519.13,433.178,1607.44,530.249,0.0,0.0,0.0,0.0,0.0,0.0,1363.25,247.617,0.0,0.0,1333.87,250.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.79,497.912,1639.91,509.749,1607.53,550.789,1375.07,703.941,1351.47,833.525,1224.93,851.087,0.0,0.0,0.0,0.0,1472.1,818.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.47,677.495,1401.54,683.378,1304.33,709.814,1439.72,715.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,553.705,200.677,483.109,283.094,421.379,321.335,503.665,456.652,645.115,459.612,536.221,244.815,621.485,303.682,733.401,321.314,527.239,436.063,494.917,465.558,0.0,0.0,0.0,0.0,553.856,409.517,0.0,0.0,0.0,0.0,530.303,191.856,550.942,180.088,462.539,200.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.99,262.434,1313.21,318.42,1333.82,318.526,1425.07,412.586,1492.74,365.539,1298.49,318.295,1380.9,362.616,1454.47,330.192,1377.97,468.505,1389.69,483.091,1519.21,433.201,1604.56,530.332,0.0,0.0,0.0,0.0,0.0,0.0,1363.24,247.617,0.0,0.0,1333.85,250.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.82,500.854,1639.88,515.562,1607.46,550.877,1375.06,706.823,1351.51,833.525,1230.73,848.167,0.0,0.0,0.0,0.0,1472.13,818.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.47,680.371,1401.55,686.22,1304.36,709.868,1439.8,715.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,553.72,200.674,480.318,285.964,421.396,324.245,503.671,456.692,645.132,459.588,533.312,244.794,621.479,303.645,736.235,321.337,524.435,436.09,492.005,468.435,0.0,0.0,0.0,0.0,553.812,409.55,0.0,0.0,0.0,0.0,530.292,191.844,550.958,180.072,459.817,200.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.98,262.441,1313.15,318.357,1333.84,318.494,1425.01,412.566,1492.74,365.596,1295.51,315.469,1380.85,362.582,1451.62,333.026,1375.05,465.587,1383.84,480.308,1519.13,433.172,1601.65,530.292,0.0,0.0,0.0,0.0,0.0,0.0,1363.23,247.62,0.0,0.0,1333.86,250.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.82,500.89,1639.85,515.595,1604.58,550.86,1375.04,706.89,1351.34,836.292,1227.85,853.94,0.0,0.0,0.0,0.0,1469.24,818.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.45,680.422,1401.55,686.264,1304.35,712.679,1442.57,715.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,553.706,200.661,480.347,286.011,421.351,324.281,503.689,456.664,645.134,459.623,536.143,244.826,621.511,303.671,736.218,321.377,527.245,436.108,494.931,468.466,0.0,0.0,0.0,0.0,553.842,409.561,0.0,0.0,0.0,0.0,530.295,191.841,550.946,180.034,462.545,200.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.98,262.432,1310.34,318.364,1333.88,318.514,1425.04,412.599,1492.78,365.628,1292.6,315.46,1378.07,362.597,1454.44,333.049,1375.03,465.532,1383.82,480.259,1519.12,433.211,1601.65,530.368,0.0,0.0,0.0,0.0,0.0,0.0,1363.22,247.618,0.0,0.0,1333.86,250.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.7,503.721,1639.86,518.509,1604.59,550.923,1375.08,706.874,1351.42,836.308,1230.74,853.999,0.0,0.0,0.0,0.0,1469.28,818.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.5,680.37,1401.57,686.246,1304.35,712.662,1439.79,715.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,553.723,200.655,483.078,288.88,421.394,324.259,503.689,456.679,645.15,459.619,536.229,247.662,621.592,303.692,736.244,321.423,527.258,436.052,494.935,465.538,0.0,0.0,0.0,0.0,553.862,409.514,0.0,0.0,0.0,0.0,530.276,191.826,550.955,180.03,459.814,200.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.96,262.453,1310.28,318.353,1333.89,318.523,1425.05,412.614,1492.77,368.356,1289.63,315.425,1378.02,362.621,1454.45,333.071,1374.98,465.569,1383.81,480.277,1519.14,433.178,1604.52,530.262,0.0,0.0,0.0,0.0,0.0,0.0,1363.22,247.63,0.0,0.0,1333.87,250.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.8,500.893,1639.85,515.599,1607.46,550.782,1375.12,703.937,1351.52,836.304,1230.76,853.973,0.0,0.0,0.0,0.0,1472.13,821.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.28,677.483,1401.61,686.195,1304.33,709.851,1439.77,715.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,553.706,200.653,480.313,288.864,421.424,327.24,503.712,456.736,645.132,459.584,533.259,244.83,621.535,303.63,736.21,321.414,527.245,436.025,494.927,465.492,0.0,0.0,0.0,0.0,553.839,409.485,0.0,0.0,0.0,0.0,530.297,191.823,550.949,180.006,462.537,200.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,262.431,1310.26,318.361,1333.88,318.535,1425.06,412.639,1492.75,368.365,1289.61,315.417,1380.84,365.361,1454.46,333.053,1377.91,465.537,1386.78,480.27,1519.16,433.182,1604.54,530.271,0.0,0.0,0.0,0.0,0.0,0.0,1363.21,247.619,0.0,0.0,1333.88,250.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.7,503.681,1639.87,515.604,1607.47,550.821,1375.1,706.832,1351.38,836.377,1224.92,856.897,0.0,0.0,0.0,0.0,1469.29,821.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.55,677.521,1401.58,686.234,1304.31,709.851,1439.75,715.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,553.702,200.654,480.297,288.923,421.377,327.245,503.752,456.659,645.145,459.604,533.256,247.634,621.525,300.777,736.261,324.214,527.236,436.048,492.046,465.553,0.0,0.0,0.0,0.0,553.828,409.495,0.0,0.0,0.0,0.0,530.3,191.809,550.961,180.022,462.538,200.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.98,262.451,1310.23,318.324,1336.74,321.282,1425.08,412.646,1492.76,368.377,1286.68,315.326,1378.05,362.592,1454.49,333.058,0.0,0.0,1383.83,480.241,1519.19,433.158,1601.6,530.259,0.0,0.0,0.0,0.0,0.0,0.0,1363.24,247.627,0.0,0.0,1333.89,250.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645.79,503.724,1637.0,518.505,1604.54,550.787,1375.11,703.981,1351.48,836.336,1230.73,854.041,0.0,0.0,0.0,0.0,1472.07,821.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.57,677.519,1401.6,686.227,1304.33,709.857,1439.78,715.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
