FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,1,1378.05,206.538,1316.1,268.332,1319.04,271.316,1395.6,386.076,1475.12,377.216,1319.03,262.454,1380.96,362.419,1457.39,344.948,1348.45,459.583,1348.48,474.362,1492.81,427.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.731,0.0,0.0,1348.45,203.534,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
1,1,1378.04,206.57,1316.1,268.331,1316.19,271.305,1395.62,386.094,1475.15,377.173,1316.16,262.444,1383.79,362.452,1457.4,344.944,1351.38,456.693,1351.41,471.38,1492.82,427.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.75,0.0,0.0,1348.44,203.534,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
2,1,1378.05,206.561,1316.12,268.358,1316.18,271.34,1395.65,386.106,1475.15,377.226,1319.09,262.473,1383.82,362.503,1457.44,344.91,1348.53,456.735,1348.52,471.474,1492.83,430.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.744,0.0,0.0,1348.45,203.533,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
3,1,1378.04,206.549,1313.25,268.359,1319.09,271.357,1395.64,386.093,1475.16,377.231,1313.22,262.446,1380.96,362.49,1457.38,344.928,1348.47,456.708,1351.35,468.522,1492.83,430.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.96,197.729,0.0,0.0,1348.45,203.533,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
4,1,1378.04,206.572,1313.22,268.37,1319.06,271.378,1398.45,386.163,1475.15,377.274,1313.18,262.44,1380.94,362.532,1457.37,344.938,1345.53,459.606,1345.56,477.219,1492.84,430.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.746,0.0,0.0,1348.44,203.537,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
5,1,1378.04,206.561,1313.18,268.371,1319.06,271.385,1398.43,386.153,1475.16,377.274,1310.27,262.437,1380.91,362.533,1454.49,344.974,1348.43,456.763,1348.54,471.433,1492.85,430.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.736,0.0,0.0,1348.44,203.538,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
6,1,1378.05,206.568,1313.23,268.341,1319.09,271.366,1395.66,386.138,1475.17,377.259,1313.17,262.399,1380.89,362.509,1454.47,347.769,1348.44,456.727,1348.5,471.447,1492.84,430.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.748,0.0,0.0,1348.45,203.542,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
7,1,1378.04,206.555,1313.19,268.342,1319.13,271.354,1395.64,386.116,1475.15,377.256,1310.22,262.427,1380.84,362.472,1451.59,347.783,1348.5,456.636,1351.41,465.592,1492.83,430.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.735,0.0,0.0,1348.44,203.543,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
8,1,1378.05,206.593,1313.19,268.347,1319.11,271.357,1395.63,386.104,1475.14,377.276,1310.24,262.432,1380.86,362.475,1454.44,344.972,1345.6,456.741,1348.53,471.39,1492.81,430.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.99,197.756,0.0,0.0,1348.43,200.822,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
9,1,1378.05,206.599,1313.21,268.344,1319.07,271.339,1395.58,386.107,1477.96,377.265,1310.32,262.451,1380.84,362.513,1451.6,347.787,1348.47,456.721,1348.53,471.407,1492.79,430.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.738,0.0,0.0,1348.44,200.819,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
10,1,1378.04,206.594,1316.12,268.357,1316.17,271.343,1395.56,386.113,1475.19,377.262,1321.97,265.298,1380.93,362.487,1454.43,347.754,1351.34,456.697,1351.34,471.4,1492.8,430.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.96,197.74,0.0,0.0,1348.43,203.527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
11,1,1378.05,206.556,1316.12,268.358,1316.17,271.345,1395.58,386.118,1475.18,377.259,1319.08,262.496,1380.9,362.496,1454.46,344.971,1348.47,456.774,1348.44,474.342,1492.79,427.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.97,197.705,0.0,0.0,1348.41,200.805,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
12,1,1378.04,206.548,1316.09,268.354,1319.04,271.355,1395.5,386.085,1475.17,377.213,1316.16,262.471,1380.92,362.444,1454.46,344.954,1351.39,456.641,1351.42,468.493,1492.81,427.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.96,197.714,0.0,0.0,1348.41,200.814,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
13,1,1378.05,206.519,1313.25,268.343,1319.12,271.369,1392.67,386.05,1475.17,377.206,1313.21,262.432,1380.89,362.437,1454.47,344.961,1351.34,456.65,1351.38,468.479,1492.8,427.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.96,197.697,0.0,0.0,1348.42,200.811,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
14,1,1378.04,206.554,1313.25,268.347,1322.04,271.385,1395.52,386.101,1475.18,377.221,1310.29,262.431,1378.05,362.475,1451.63,347.766,1345.6,456.741,1348.53,471.387,1492.79,427.235,1548.68,536.159,0.0,0.0,1489.8,406.581,0.0,0.0,1374.94,197.689,0.0,0.0,1348.43,200.817,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
15,1,1378.04,206.571,1316.12,268.389,1322.01,271.414,1392.68,386.078,1475.16,377.234,1313.23,262.475,1380.86,362.445,1451.63,344.979,1348.44,456.701,1348.5,471.394,1492.78,427.24,1545.76,530.319,0.0,0.0,1489.79,406.6,0.0,0.0,1374.95,197.711,0.0,0.0,1348.43,200.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
16,1,1378.03,206.556,1316.1,268.377,1321.99,271.398,1392.64,386.078,1475.16,377.244,1313.21,262.474,1380.85,362.449,1454.42,344.958,1348.5,456.688,1351.33,468.491,1492.78,427.248,1545.74,530.264,0.0,0.0,1489.82,406.648,0.0,0.0,1374.93,197.699,0.0,0.0,1348.43,200.82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
17,1,1378.02,206.578,1316.1,268.378,1321.98,271.391,1392.67,386.087,1475.13,377.242,1313.2,262.478,1380.89,362.448,1454.46,344.943,1348.51,456.693,1351.34,468.508,1492.79,427.272,0.0,0.0,0.0,0.0,1492.67,406.676,0.0,0.0,1374.94,197.71,0.0,0.0,1348.42,200.806,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
18,1,1378.02,206.585,1313.25,268.368,1319.1,271.362,1392.66,386.086,1475.16,377.25,1313.23,262.489,1380.89,362.465,1454.47,344.934,1348.5,456.693,1348.49,471.389,1492.79,427.269,0.0,0.0,0.0,0.0,1492.7,406.704,0.0,0.0,1374.93,197.706,0.0,0.0,1348.42,200.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
19,1,1378.01,206.557,1316.13,268.382,1321.99,271.399,1392.68,386.086,1475.16,377.263,1316.1,262.494,1380.89,362.482,1454.45,344.946,1351.33,456.634,1351.4,465.609,1492.8,427.273,0.0,0.0,0.0,0.0,1492.67,406.628,0.0,0.0,1374.92,197.698,0.0,0.0,1348.41,200.793,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
20,1,1378.02,206.572,1316.09,268.381,1319.12,271.375,1395.51,386.101,1475.18,377.224,1316.11,265.294,1380.87,362.507,1454.46,344.935,1351.37,456.62,1351.39,468.443,1492.79,427.294,0.0,0.0,0.0,0.0,1492.67,406.624,0.0,0.0,1374.94,197.707,0.0,0.0,1348.42,200.794,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
21,1,1378.01,206.565,1316.17,268.383,1319.13,271.385,1392.66,386.072,1475.19,377.226,1319.09,265.31,1380.86,362.497,1454.42,344.948,1351.43,453.801,1351.45,465.578,1492.8,427.293,0.0,0.0,0.0,0.0,1492.63,406.637,0.0,0.0,1374.93,197.704,0.0,0.0,1348.43,200.798,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
22,1,1378.02,206.563,1316.13,268.373,1319.12,271.368,1392.69,386.061,1475.16,377.233,1319.04,265.307,1380.87,362.517,1454.45,344.942,1351.32,456.658,1351.34,468.502,1492.78,427.309,0.0,0.0,0.0,0.0,1492.68,406.661,0.0,0.0,1374.93,197.719,0.0,0.0,1348.42,200.797,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
23,1,1378.03,206.552,1316.16,268.369,1319.1,271.372,1392.66,386.071,1475.15,377.21,1321.97,265.318,1380.91,362.519,1454.46,344.951,1351.38,456.639,1351.39,468.48,1492.78,427.287,0.0,0.0,0.0,0.0,1492.69,406.631,0.0,0.0,1374.94,197.726,0.0,0.0,1348.41,200.797,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
24,1,1378.03,206.537,1316.13,268.357,1319.1,271.351,1392.69,386.085,1475.14,377.232,1319.04,265.291,1380.9,362.504,1454.47,344.95,1351.33,456.662,1351.39,468.473,1492.79,427.289,0.0,0.0,0.0,0.0,1492.68,406.61,0.0,0.0,1374.94,197.716,0.0,0.0,1348.41,200.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
25,1,1378.03,206.538,1316.13,268.373,1319.11,271.358,1392.67,386.068,1475.14,377.236,1319.04,265.31,1380.92,362.512,1454.46,344.962,1348.53,456.702,1348.54,468.527,1492.81,427.268,0.0,0.0,0.0,0.0,1492.69,406.595,0.0,0.0,1374.94,197.718,0.0,0.0,1348.41,200.796,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
26,1,1378.03,206.531,1316.14,268.364,1319.13,271.361,1392.7,386.091,1475.15,377.244,1316.15,262.482,1380.89,362.509,1454.45,344.976,1351.37,456.6,1351.4,465.586,1492.82,427.284,0.0,0.0,0.0,0.0,1492.67,403.715,0.0,0.0,1374.94,197.716,0.0,0.0,1348.41,200.804,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
27,1,1378.03,206.537,1316.14,268.373,1321.96,271.391,1395.52,386.146,1475.15,377.264,1316.16,262.485,1378.05,362.579,1451.61,347.791,1351.42,456.661,1351.42,468.526,1492.83,427.263,0.0,0.0,0.0,0.0,1492.71,403.687,0.0,0.0,1374.94,197.719,0.0,0.0,1348.41,200.806,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
28,1,1378.03,206.537,1316.1,268.375,1322.0,271.395,1392.71,386.11,1475.14,377.247,1313.18,262.492,1378.0,362.617,1451.54,347.821,1351.42,456.623,1351.48,465.568,1492.84,427.274,0.0,0.0,0.0,0.0,1492.73,403.71,0.0,0.0,1374.94,197.73,0.0,0.0,1348.42,203.526,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
29,1,1378.03,206.525,1313.24,268.369,1321.96,271.373,1395.5,386.091,1475.16,377.244,1313.17,265.296,1377.96,362.603,1451.54,347.825,1351.37,456.626,1351.44,465.574,1492.84,427.288,0.0,0.0,0.0,0.0,1492.68,403.757,0.0,0.0,1374.94,197.71,0.0,0.0,1348.42,200.813,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
30,1,1378.03,206.524,1313.23,268.38,1319.09,271.365,1392.67,386.062,1475.17,377.236,1313.19,265.316,1377.94,362.578,1451.51,347.839,1351.38,456.656,1351.45,465.596,1492.82,427.299,0.0,0.0,0.0,0.0,1492.69,406.639,0.0,0.0,1374.93,197.701,0.0,0.0,1348.42,200.809,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
31,1,1378.01,206.533,1310.33,268.378,1316.18,271.357,1392.63,386.03,1475.12,380.191,1310.24,265.328,1377.98,362.517,1448.72,347.864,1342.62,459.61,1345.58,474.338,1492.74,427.298,0.0,0.0,0.0,0.0,1492.65,409.488,0.0,0.0,1374.91,197.675,0.0,0.0,1348.43,200.815,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0
