FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,1,1375.1,200.53,1310.22,268.242,1316.15,271.225,1398.41,365.476,1480.94,365.43,1307.29,259.514,0.0,0.0,1451.61,353.66,0.0,0.0,1342.61,471.437,1492.77,427.204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1369.14,188.813,0.0,0.0,1339.68,197.755,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1375.1,200.515,1310.21,268.247,1316.15,271.225,1395.63,365.468,1480.91,365.404,1307.28,259.533,0.0,0.0,1451.57,353.683,0.0,0.0,1339.71,474.351,1492.75,424.358,1557.46,562.696,0.0,0.0,0.0,0.0,0,0,1369.13,185.978,0.0,0.0,1339.7,197.771,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1375.09,200.537,1307.45,268.238,1316.16,271.21,1395.61,365.378,1478.06,365.394,1304.42,259.552,0.0,0.0,1451.55,353.665,1333.86,459.587,1345.55,468.468,1492.77,427.191,1554.56,559.764,0.0,0.0,0.0,0.0,0,0,1369.13,188.824,0.0,0.0,1339.7,197.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1375.1,200.515,1307.44,268.232,1316.11,271.211,1395.63,365.399,1478.08,365.432,1307.27,259.515,0.0,0.0,1451.56,350.805,0.0,0.0,1342.64,471.409,1492.75,427.205,1560.35,568.512,0.0,0.0,0.0,0.0,0,0,1369.13,188.812,0.0,0.0,1339.7,197.781,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1375.09,200.522,1310.22,268.243,1316.08,271.213,1395.64,365.424,1480.92,365.437,1307.33,259.523,0.0,0.0,1451.55,350.788,0.0,0.0,1345.52,471.39,1492.73,427.214,1557.51,568.498,0.0,0.0,0.0,0.0,0,0,1369.11,188.825,0.0,0.0,1339.71,197.783,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1375.1,200.548,1307.45,268.237,1316.15,271.214,1398.4,365.446,1480.93,365.429,1307.24,259.533,0.0,0.0,1451.51,350.738,0.0,0.0,1342.64,471.442,1492.73,427.214,1557.48,568.509,0.0,0.0,0.0,0.0,0,0,1369.12,188.869,0.0,0.0,1339.69,197.803,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1375.1,200.543,1310.2,268.251,1316.17,271.221,1398.41,365.448,1480.94,365.434,1304.41,259.557,0.0,0.0,1451.53,350.736,0.0,0.0,1348.45,465.581,1492.73,427.223,1557.45,565.596,0.0,0.0,0.0,0.0,0,0,1369.12,188.86,0.0,0.0,1339.69,197.796,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,1375.1,200.556,1310.21,268.237,1316.18,271.213,1395.64,365.467,1480.92,365.462,1307.25,259.53,0.0,0.0,1451.5,350.716,0.0,0.0,1345.52,468.486,1492.73,427.22,1560.34,568.527,0.0,0.0,0.0,0.0,0,0,1369.12,188.87,0.0,0.0,1339.69,197.793,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1375.09,200.552,1310.22,268.251,1316.14,271.244,1395.65,365.437,1480.91,365.462,1307.31,259.52,0.0,0.0,1451.53,350.744,0.0,0.0,1345.54,468.528,1492.74,427.219,1557.45,568.522,0.0,0.0,0.0,0.0,0,0,1369.11,188.873,0.0,0.0,1339.7,197.807,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1375.1,200.546,1310.23,268.258,1316.15,271.247,1398.42,365.503,1480.94,365.481,1307.32,259.528,0.0,0.0,1451.51,350.726,0.0,0.0,1336.75,474.4,1492.75,427.2,1560.33,571.429,0.0,0.0,0.0,0.0,0,0,1369.12,188.868,0.0,0.0,1339.69,197.803,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
