FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,1,1419.06,159.416,1345.53,230.112,1348.53,238.888,1442.68,342.041,1536.77,350.735,1342.65,224.259,1422.12,327.203,1513.22,321.411,1378.01,444.891,1378.04,459.669,1554.48,409.677,0.0,0.0,0,0,0.0,0.0,0,0,1401.62,150.579,0.0,0.0,1374.95,156.514,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
1,1,1419.05,159.407,1345.6,230.081,1348.53,238.865,1442.65,341.994,1533.98,350.743,1345.57,224.237,1422.1,324.316,1513.27,321.396,1380.84,441.977,1378.03,459.649,1551.65,409.686,0.0,0.0,0,0,0.0,0.0,0,0,1401.63,150.581,0.0,0.0,1374.96,156.514,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
2,1,1419.05,159.399,1348.42,230.093,1348.51,238.877,1439.76,341.96,1536.77,350.771,1348.48,224.252,0.0,0.0,1510.31,321.4,1380.84,441.965,1378.03,459.633,1554.49,409.675,0.0,0.0,0,0,0.0,0.0,0,0,1401.62,150.583,0.0,0.0,1374.95,156.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
3,1,1419.04,159.416,1345.58,230.07,1351.31,238.842,1442.68,342.008,1536.83,350.733,1345.52,224.251,0.0,0.0,1510.34,321.406,1378.02,441.973,1378.02,459.638,1551.63,409.67,0.0,0.0,0,0,0.0,0.0,0,0,1401.61,150.59,0.0,0.0,1374.96,156.522,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
4,1,1419.04,159.422,1345.51,230.038,1351.34,235.974,1442.66,341.969,1536.88,347.806,1339.66,224.243,0.0,0.0,1507.39,324.244,1380.93,439.117,1380.93,459.59,1551.6,409.658,0.0,0.0,0,0,0.0,0.0,0,0,1401.61,150.592,0.0,0.0,1374.96,156.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
5,1,1419.04,159.398,1348.42,230.045,1348.54,235.95,1442.65,342.0,1536.89,344.948,1345.6,224.249,0.0,0.0,1507.45,324.311,1378.05,441.996,1378.05,459.642,1551.64,409.645,0.0,0.0,0,0,0.0,0.0,0,0,1401.61,150.585,0.0,0.0,1374.95,156.523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
6,1,1419.05,159.383,1348.51,230.057,1348.52,235.978,1442.71,342.052,1539.67,344.961,1351.41,224.268,0.0,0.0,1504.52,324.309,1380.86,441.988,1380.85,459.642,1551.64,409.636,0.0,0.0,0,0,0.0,0.0,0,0,1401.6,150.58,0.0,0.0,1374.95,156.531,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
7,1,1419.04,159.411,1348.44,230.061,1348.54,235.986,1436.8,341.842,1536.9,347.806,1348.48,224.256,0.0,0.0,1507.39,324.3,1380.97,442.001,1380.95,459.647,1554.5,409.637,0.0,0.0,0,0,0.0,0.0,0,0,1401.6,150.589,0.0,0.0,1374.95,156.524,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
8,1,1419.03,159.408,1348.49,230.09,1348.49,238.836,1439.68,341.835,1539.67,347.816,1351.42,224.281,0.0,0.0,1510.34,324.278,1380.94,442.013,1380.9,459.652,1554.52,409.631,0.0,0.0,0,0,0.0,0.0,0,0,1401.59,150.592,0.0,0.0,1374.94,156.527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
9,1,1419.04,159.395,1351.38,230.081,1345.61,235.966,1433.9,339.039,1536.9,347.79,1354.44,224.31,0.0,0.0,1507.47,324.32,1383.84,441.989,1380.89,459.668,1554.51,409.637,0.0,0.0,0,0,0.0,0.0,0,0,1401.59,150.589,0.0,0.0,1374.94,156.532,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
10,1,1419.04,159.414,1351.34,230.073,1345.6,235.982,1436.83,339.083,1536.93,347.808,1354.39,224.297,0.0,0.0,1510.34,324.329,1386.77,439.133,1380.93,459.662,1554.51,409.648,0.0,0.0,0,0,0.0,0.0,0,0,1401.6,150.592,0.0,0.0,1374.95,156.526,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
11,1,1419.05,159.418,1348.55,230.081,1348.44,235.993,1436.78,341.818,1536.91,347.821,1351.53,224.292,0.0,0.0,1507.43,327.215,1383.84,442.008,1380.9,459.688,1554.51,409.64,0.0,0.0,0,0,0.0,0.0,0,0,1401.61,150.59,0.0,0.0,1374.95,156.526,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
12,1,1419.05,159.425,1348.51,230.092,1348.43,235.985,1436.85,341.804,1536.92,347.78,1351.49,224.305,0.0,0.0,1510.34,327.172,1380.95,444.936,1380.86,459.738,1554.5,409.635,0.0,0.0,0,0,0.0,0.0,0,0,1401.61,150.594,0.0,0.0,1374.95,156.523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
