FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,0,527.389,221.196,462.562,312.39,394.936,353.718,480.229,506.76,656.892,506.81,527.455,268.317,600.806,362.513,715.611,394.96,509.75,500.775,0.0,0.0,0.0,0.0,0.0,0.0,565.566,459.673,0.0,0.0,0.0,0.0,503.829,206.48,527.454,197.742,436.094,227.128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,527.353,221.17,459.782,312.508,397.854,359.533,480.212,509.65,659.776,506.802,527.297,268.365,598.045,362.541,715.679,394.938,509.661,500.788,0.0,0.0,0.0,0.0,0.0,0.0,559.753,459.712,0.0,0.0,0.0,0.0,503.775,203.68,527.424,197.731,436.081,227.141,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,527.359,221.2,459.801,312.389,397.828,356.58,483.094,506.873,659.743,506.813,527.409,268.298,597.971,362.597,712.8,394.921,509.757,492.073,0.0,0.0,0.0,0.0,0.0,0.0,562.62,459.565,0.0,0.0,0.0,0.0,503.767,203.702,527.44,197.694,436.077,227.151,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,527.324,221.182,462.542,309.471,400.781,347.799,477.298,509.698,659.822,506.839,527.341,268.304,600.826,362.583,715.751,397.805,512.603,492.035,0.0,0.0,0.0,0.0,0.0,0.0,565.562,456.709,0.0,0.0,0.0,0.0,503.768,203.668,527.417,197.697,436.074,227.127,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,527.308,221.189,462.553,309.504,394.911,350.726,480.18,506.762,656.836,506.84,530.175,268.337,600.863,362.57,715.697,394.957,518.537,491.995,0.0,0.0,0.0,0.0,0.0,0.0,568.55,456.669,0.0,0.0,0.0,0.0,503.745,203.675,527.412,197.719,436.036,227.106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,527.331,221.21,459.757,309.514,394.915,350.711,477.21,506.81,653.925,506.815,527.406,268.312,600.813,362.489,715.707,394.96,518.527,492.051,0.0,0.0,0.0,0.0,0.0,0.0,568.581,456.767,0.0,0.0,0.0,0.0,503.777,203.68,527.443,197.724,436.036,227.11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,527.305,221.182,459.757,309.524,394.876,356.588,477.342,506.844,653.945,506.843,527.39,268.232,598.047,362.447,715.705,394.962,521.429,492.051,0.0,0.0,0.0,0.0,0.0,0.0,568.583,456.754,0.0,0.0,0.0,0.0,503.745,203.673,527.412,197.716,436.001,227.093,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,527.302,221.176,459.771,309.498,394.949,356.6,474.381,509.649,651.007,506.821,527.349,265.395,598.05,362.487,715.703,397.82,521.488,489.092,0.0,0.0,0.0,0.0,0.0,0.0,571.464,456.706,0.0,0.0,0.0,0.0,503.751,203.684,527.407,197.695,435.989,227.106,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,527.294,221.177,459.732,312.401,394.931,359.553,471.448,506.867,651.048,506.871,527.295,265.426,597.976,362.46,715.666,394.975,518.548,491.999,0.0,0.0,0.0,0.0,0.0,0.0,568.558,456.731,0.0,0.0,0.0,0.0,503.735,203.692,527.422,197.681,435.977,227.143,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,527.302,221.181,459.755,312.406,392.048,359.543,480.174,506.853,653.895,506.847,527.432,268.217,600.861,362.546,718.692,397.816,527.374,492.063,0.0,0.0,0.0,0.0,0.0,0.0,574.395,456.798,0.0,0.0,0.0,0.0,503.725,203.697,527.398,197.667,435.963,227.156,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
