FrameNumber,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74
0,586.202,291.807,527.212,362.51,456.719,394.885,483.147,553.911,0.0,0.0,594.989,327.188,671.454,403.724,706.861,506.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.586,271.364,595.096,271.142,503.792,277.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.4,250.718,1563.28,315.524,1563.28,324.326,1613.32,433.191,1704.51,430.217,1563.31,303.7,1625.15,365.396,1704.54,383.136,0.0,0.0,1598.65,483.174,1722.35,483.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.76,244.788,0.0,0.0,1566.29,250.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.23,671.639,1425.19,786.212,1330.84,780.438,0.0,0.0,0.0,0.0,1522.15,789.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.61,651.064,1445.62,656.896,0.0,0.0,1492.62,692.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,586.216,291.799,524.353,362.599,456.713,394.892,480.357,553.869,553.973,492.028,592.129,330.151,668.699,403.748,706.931,506.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.589,271.368,595.091,271.142,503.788,277.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.4,250.7,1563.36,315.527,1563.34,324.323,1613.34,433.172,1704.62,430.257,1563.42,306.544,1628.08,365.446,1704.55,383.023,0.0,0.0,1604.52,483.146,1728.11,486.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.76,244.769,0.0,0.0,1566.29,250.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.15,671.469,1428.04,783.446,1333.76,780.498,0.0,0.0,0.0,0.0,1522.26,786.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.39,648.149,1445.68,650.988,0.0,0.0,1492.7,692.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,586.199,291.816,527.212,362.558,456.752,394.955,483.144,556.774,0.0,0.0,594.934,327.214,668.688,403.747,706.919,506.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.578,271.39,595.075,271.157,503.769,277.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.4,250.752,1563.33,318.287,1563.38,327.22,1613.39,433.281,1707.49,430.121,1563.31,306.569,1628.11,365.456,1704.67,383.06,0.0,0.0,1601.63,483.209,1728.1,483.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.77,244.795,0.0,0.0,1566.28,250.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.31,671.572,1430.94,786.298,1333.85,783.397,0.0,0.0,0.0,0.0,1525.16,789.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.64,650.913,1445.64,653.892,0.0,0.0,1492.69,689.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,586.217,291.825,524.451,362.479,456.738,391.919,480.152,553.821,0.0,0.0,595.013,330.083,668.633,403.744,706.891,506.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.578,271.406,595.084,271.162,503.779,277.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.39,250.753,1563.42,315.513,1563.32,324.223,1610.56,433.109,1704.71,430.136,1566.32,306.576,1628.16,365.514,1704.66,383.04,0.0,0.0,1604.54,486.091,1728.14,483.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.76,244.796,0.0,0.0,1566.25,250.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.17,671.682,1430.9,786.354,1333.87,786.221,0.0,0.0,0.0,0.0,1525.09,789.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395.65,651.085,1445.67,659.741,1374.87,671.612,1492.66,692.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,586.16,291.821,527.192,362.397,459.548,389.044,480.173,553.9,553.878,486.187,592.078,324.295,668.579,400.832,706.872,506.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.567,271.39,595.077,271.166,503.818,277.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.37,253.566,1563.37,315.515,1563.22,324.27,1613.37,433.165,1707.63,427.291,1566.33,306.546,1630.99,365.484,1704.68,383.038,0.0,0.0,1598.71,489.073,1728.07,486.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.74,244.82,0.0,0.0,1566.24,250.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.24,671.719,1430.91,786.318,1333.83,783.382,0.0,0.0,0.0,0.0,1525.16,789.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.4,653.86,1445.76,659.752,1374.92,671.563,1492.76,692.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,586.164,291.818,527.249,362.389,459.552,389.038,480.112,550.971,0.0,0.0,594.944,327.153,668.556,403.714,703.935,506.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.577,271.383,597.806,271.158,503.819,277.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.36,253.612,1563.35,315.526,1563.24,324.29,1613.39,433.139,1707.53,430.094,1566.28,306.568,1628.15,365.464,1704.66,383.046,1607.52,471.43,1604.55,483.26,1728.08,486.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.73,244.843,0.0,0.0,1566.23,250.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.07,671.624,1430.96,786.249,1336.71,783.314,0.0,0.0,0.0,0.0,1530.94,789.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.5,650.938,1448.49,656.797,0.0,0.0,1492.81,689.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,583.345,291.822,527.193,362.442,456.764,391.911,480.27,556.757,0.0,0.0,592.115,327.165,668.534,403.774,703.953,506.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.584,271.381,595.09,271.172,503.836,277.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.37,253.593,1563.33,318.28,1563.29,327.172,1613.35,433.169,1707.55,427.275,1563.42,306.627,1628.1,365.415,1704.67,383.043,0.0,0.0,1607.48,483.132,1728.21,486.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.73,244.839,0.0,0.0,1566.21,250.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.16,671.697,1430.92,786.271,1333.86,783.336,0.0,0.0,0.0,0.0,1528.03,789.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.55,653.853,1448.54,659.748,1375.03,671.519,1492.81,692.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,586.176,291.802,527.206,362.434,456.784,389.113,480.208,556.734,553.903,486.218,594.96,327.185,668.583,403.762,703.943,506.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.477,271.378,597.825,271.169,503.852,274.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.35,253.612,1563.31,318.301,1563.33,330.103,1613.34,435.99,1707.52,427.245,1563.35,306.585,1625.13,365.424,1704.67,383.052,1610.37,462.614,1604.6,480.357,1725.25,483.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.69,244.852,0.0,0.0,1566.22,250.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.04,674.52,1428.07,786.267,1330.9,783.301,0.0,0.0,0.0,0.0,1528.06,789.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.35,653.962,1448.61,662.7,1375.11,671.556,1492.76,692.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,586.241,291.755,527.203,362.476,456.75,391.927,480.322,556.762,0.0,0.0,594.976,330.117,668.587,403.738,706.88,506.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.546,271.365,597.84,268.461,503.852,274.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.33,250.79,1563.37,318.281,1563.29,327.228,1613.29,433.225,1707.54,427.225,1566.25,306.618,1628.06,365.411,1704.67,383.046,1610.39,465.529,1604.58,483.176,1725.27,486.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.9,244.826,0.0,0.0,1566.21,250.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.16,671.734,1430.99,786.311,1333.87,783.307,0.0,0.0,0.0,0.0,1530.96,789.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.49,653.872,1448.74,659.797,1377.84,671.45,1492.85,692.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,589.14,291.721,524.437,362.549,456.756,392.012,483.169,556.733,0.0,0.0,592.112,330.165,668.632,400.796,712.682,503.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.41,271.349,597.867,268.425,503.904,274.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.31,253.584,1563.37,318.268,1563.27,327.242,1613.33,433.26,1701.66,430.137,1566.26,306.573,1628.07,365.41,1704.74,380.206,1610.43,462.551,1604.59,480.257,1728.21,486.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.88,244.856,0.0,0.0,1566.21,250.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.22,671.703,1430.97,786.24,1336.73,780.476,0.0,0.0,0.0,0.0,1531.0,789.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.54,653.865,1451.49,656.897,0.0,0.0,1492.84,692.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
