FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,2,1375.09,648.011,1374.94,765.856,1260.26,751.085,0.0,0.0,0.0,0.0,1472.28,786.231,1522.1,901.12,1545.71,1010.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.58,627.487,1398.67,633.261,1327.79,668.589,1430.88,671.619,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
1,2,1375.08,648.008,1374.95,765.851,1260.24,753.959,0.0,0.0,0.0,0.0,1475.04,786.203,1522.13,904.0,1545.74,1012.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.56,627.51,1398.67,633.248,1327.8,668.672,1428.1,671.627,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
2,2,1375.08,648.045,1374.89,765.886,1260.22,753.975,0.0,0.0,0.0,0.0,1472.28,786.229,1519.37,901.182,1545.67,1012.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.56,627.51,1398.66,633.292,1327.77,668.615,1428.09,671.673,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
3,2,1375.07,648.042,1374.93,765.841,1260.26,753.919,0.0,0.0,0.0,0.0,1475.02,786.21,1519.37,901.177,1542.89,1010.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.55,627.519,1398.66,633.291,1327.78,668.634,1430.88,671.655,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
4,2,1375.08,648.029,1374.94,765.827,1260.29,753.93,0.0,0.0,0.0,0.0,1472.27,783.446,1519.36,901.134,1545.66,1012.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.56,627.516,1398.66,633.257,1327.78,668.623,1430.88,671.619,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
5,2,1375.07,648.034,1374.92,768.635,1260.24,754.014,0.0,0.0,0.0,0.0,1475.02,786.254,1522.11,904.004,1545.69,1013.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.55,627.516,1398.66,633.27,1327.77,668.664,1430.88,671.653,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
6,2,1375.08,648.048,1374.94,765.885,1260.28,754.005,0.0,0.0,0.0,0.0,1472.27,786.224,1519.34,901.175,1542.91,1007.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.54,627.535,1398.67,633.279,1327.76,668.647,1430.88,671.632,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
7,2,1375.08,648.047,1374.91,765.886,1260.24,753.978,0.0,0.0,0.0,0.0,1472.27,786.234,1519.35,901.154,1542.89,1007.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.55,627.529,1398.67,633.251,1327.78,668.643,1428.1,671.549,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
8,2,1375.09,648.029,1374.91,765.885,1260.19,754.012,0.0,0.0,0.0,0.0,1475.02,783.454,1519.36,901.128,1545.74,1010.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.56,627.516,1398.68,633.244,1327.78,668.634,1428.1,671.629,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
9,2,1375.09,648.041,1374.9,765.868,1260.23,753.969,0.0,0.0,0.0,0.0,1475.02,786.23,1519.35,901.134,1545.67,1007.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.56,630.317,1401.36,633.268,1327.78,668.632,1430.88,671.564,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
9,2,1166.09,865.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
10,2,1375.09,648.066,1374.87,765.874,1260.22,753.985,0.0,0.0,0.0,0.0,1472.27,786.239,1519.36,901.166,1545.66,1007.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.56,630.341,1398.67,633.287,1327.79,668.688,1430.88,671.558,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
11,2,1375.1,648.069,1374.87,765.87,1260.22,753.976,0.0,0.0,0.0,0.0,1472.26,786.226,1519.35,901.148,1545.66,1010.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1354.26,630.332,1398.64,633.322,1327.82,668.708,1430.89,671.602,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
12,2,1375.11,648.068,1374.86,765.869,1260.22,753.958,0.0,0.0,0.0,0.0,1472.26,786.259,1522.11,903.992,1545.71,1010.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1354.27,630.349,1398.65,633.338,1327.82,668.718,1430.89,671.608,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
13,2,1375.1,648.076,1374.85,765.875,1260.23,753.983,0.0,0.0,0.0,0.0,1472.26,786.261,1522.12,904.056,1545.66,1010.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1354.28,630.349,1398.64,633.33,1327.83,668.701,1430.89,671.597,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
14,2,1375.1,648.043,1374.84,765.855,1260.19,753.967,0.0,0.0,0.0,0.0,1472.27,786.229,1522.13,904.005,1545.7,1010.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1351.59,630.344,1398.65,633.293,1327.81,668.719,1430.89,671.629,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
