FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,1,1360.24,250.738,1286.76,321.282,1307.4,336.008,1410.31,397.865,1472.18,362.358,1266.13,312.504,0.0,0.0,1430.94,362.383,1319.06,503.872,1327.92,509.755,1492.58,453.744,1566.38,562.689,0.0,0.0,1463.3,494.936,0,0,1351.53,244.68,0.0,0.0,1327.74,250.657,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1360.23,250.743,1286.74,321.318,1307.36,336.038,1413.24,397.819,1472.23,359.598,1266.15,312.532,1363.26,374.325,1442.69,356.609,0.0,0.0,1327.91,512.594,1492.62,453.761,1566.43,562.703,0.0,0.0,1466.13,494.91,0,0,1351.52,244.673,0.0,0.0,1327.75,250.646,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1360.24,250.774,1286.72,321.266,1307.32,336.004,1407.43,394.963,1472.12,359.614,1266.14,312.476,0.0,0.0,0.0,0.0,1316.17,506.686,1327.93,509.754,1492.59,453.762,1566.44,562.68,0.0,0.0,1463.32,494.912,0,0,1351.52,244.703,0.0,0.0,1327.76,250.676,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1360.24,253.602,1286.69,318.491,1307.29,335.96,1407.36,394.919,1472.13,359.632,1266.14,312.44,0.0,0.0,0.0,0.0,0.0,0.0,1327.92,509.742,1492.59,453.789,1566.4,556.854,0.0,0.0,1463.24,494.916,0,0,1351.54,244.732,0.0,0.0,1327.76,250.667,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,1360.25,253.673,1286.69,318.485,1307.31,333.133,1404.5,392.052,1472.17,359.571,1266.14,312.467,0.0,0.0,0.0,0.0,0.0,0.0,1327.91,509.721,1492.6,453.774,1566.42,556.758,0.0,0.0,1466.13,494.916,0,0,1351.56,244.762,0.0,0.0,1327.76,250.682,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,1360.27,256.558,1286.7,318.488,1307.3,333.052,1404.4,391.995,1472.15,359.51,1266.15,312.533,0.0,0.0,0.0,0.0,0.0,0.0,1327.96,509.68,1492.64,453.782,1569.21,559.712,0.0,0.0,1466.14,491.982,0,0,1351.56,244.786,0.0,0.0,1327.75,250.692,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,1,1360.29,253.697,1286.72,318.468,1307.33,333.048,1404.46,391.914,1472.16,359.459,1266.16,312.495,0.0,0.0,0.0,0.0,0.0,0.0,1327.91,509.737,1492.61,453.774,1566.44,559.783,0.0,0.0,1463.34,492.016,0,0,1351.57,244.774,0.0,0.0,1327.76,250.706,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,1,1360.26,253.7,1286.68,318.514,1307.32,333.124,1404.45,391.892,1472.19,356.663,1266.11,312.535,0.0,0.0,0.0,0.0,0.0,0.0,1330.78,509.749,1492.65,453.786,1566.46,556.794,0.0,0.0,0.0,0.0,0,0,1351.56,244.776,0.0,0.0,1327.75,250.71,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,1360.26,256.521,1286.68,318.481,1307.31,333.126,1404.49,389.101,1472.14,356.615,1266.11,312.469,0.0,0.0,0.0,0.0,0.0,0.0,1330.81,509.743,1492.63,453.777,1566.43,559.738,0.0,0.0,0.0,0.0,0,0,1351.55,244.785,0.0,0.0,1327.75,250.71,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,1360.26,256.541,1286.7,318.485,1307.31,333.123,1404.53,389.094,1472.15,356.573,1266.15,312.484,0.0,0.0,0.0,0.0,0.0,0.0,1330.78,509.749,1492.63,453.811,1566.42,556.84,0.0,0.0,0.0,0.0,0,0,1351.56,244.804,0.0,0.0,1327.76,250.709,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
