FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,2,1360.25,715.588,1348.4,839.361,1213.25,856.859,0.0,0.0,0.0,0.0,1469.24,833.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.83,689.256,1386.83,692.004,1283.82,715.643,1422.13,715.82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,1360.23,715.575,1345.6,839.381,1213.22,856.918,0.0,0.0,0.0,0.0,1469.21,833.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.82,689.24,1386.83,692.001,1283.81,715.661,1422.11,715.833,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1357.4,715.568,1348.41,839.426,1213.2,856.914,0.0,0.0,0.0,0.0,1472.03,836.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.77,689.205,1386.79,692.041,1283.81,715.651,1422.1,718.568,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,2,1357.4,715.537,1348.44,842.232,1213.26,856.892,0.0,0.0,0.0,0.0,1472.03,836.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.77,689.173,1386.76,692.016,1283.79,715.629,1422.09,715.839,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,2,1357.41,712.792,1348.4,839.35,1216.02,856.865,0.0,0.0,0.0,0.0,1469.18,833.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.78,689.145,1386.76,692.002,1283.79,715.618,1422.08,715.842,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,1357.39,712.813,1348.43,842.237,1213.26,856.896,0.0,0.0,0.0,0.0,1469.29,836.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.76,689.162,1386.78,692.014,1283.8,715.618,1422.08,718.566,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,2,1357.39,715.552,1348.44,842.252,1216.02,856.939,0.0,0.0,0.0,0.0,1469.27,836.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.75,689.169,1386.79,692.035,1283.8,715.631,1422.09,718.577,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,2,1357.4,715.551,1348.43,842.245,1213.24,856.926,0.0,0.0,0.0,0.0,1469.29,836.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.76,689.174,1386.79,692.033,1283.81,715.632,1422.09,718.571,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,1357.41,715.54,1348.44,839.374,1213.26,856.888,0.0,0.0,0.0,0.0,1469.27,833.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.76,689.157,1386.79,692.018,1283.79,715.621,1422.08,718.573,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,2,1357.4,712.819,1345.56,839.401,1213.18,856.903,0.0,0.0,0.0,0.0,1469.23,833.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.77,689.143,1386.78,692.007,1283.79,715.621,1422.07,718.56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,2,1357.37,715.547,1348.43,842.273,1213.22,856.98,0.0,0.0,0.0,0.0,1472.07,836.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.75,689.159,1386.79,692.028,1283.8,715.638,1422.08,718.582,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
11,2,1357.37,715.541,1345.6,842.237,1213.23,856.987,0.0,0.0,0.0,0.0,1469.28,833.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.73,689.188,1386.79,692.033,1283.79,715.634,1422.09,718.57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12,2,1357.39,712.827,1348.43,839.41,1213.26,856.946,0.0,0.0,0.0,0.0,1472.03,833.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.74,689.16,1386.79,692.014,1283.78,715.617,1422.09,718.554,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13,2,1357.39,715.534,1348.44,839.412,1216.05,856.91,0.0,0.0,0.0,0.0,1469.26,833.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.74,689.164,1386.79,692.019,1283.79,715.617,1422.09,718.563,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14,2,1357.37,712.818,1348.51,842.241,1216.05,856.943,0.0,0.0,0.0,0.0,1472.08,836.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.75,689.175,1386.82,692.024,1283.82,715.646,1422.12,718.591,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15,2,1357.38,712.808,1348.51,839.425,1216.07,856.925,0.0,0.0,0.0,0.0,1472.06,833.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.76,689.175,1389.65,692.033,1283.82,715.647,1422.13,718.598,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,2,1357.4,712.797,1348.52,842.25,1216.07,856.947,0.0,0.0,0.0,0.0,1472.06,836.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.78,689.137,1389.66,692.021,1283.82,715.639,1422.13,718.614,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17,2,1357.42,712.777,1348.5,839.362,1216.08,856.895,0.0,0.0,0.0,0.0,1472.04,833.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.78,689.126,1389.67,692.015,1283.82,715.627,1422.14,718.603,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18,2,1357.41,712.773,1348.51,839.379,1216.07,856.872,0.0,0.0,0.0,0.0,1472.04,833.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1330.77,689.135,1389.67,692.01,1283.82,715.631,1422.15,718.592,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
