FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,0,559.726,288.832,500.908,362.381,441.941,392.043,509.658,547.898,0.0,0.0,553.892,321.329,633.353,400.799,742.116,439.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.531,506.75,0.0,0.0,0,0,544.99,271.334,568.589,268.357,480.213,277.138,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,556.814,286.024,500.858,362.378,439.063,391.977,509.691,544.943,0.0,0.0,553.925,321.417,636.194,403.704,742.18,439.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,539.097,271.366,562.724,268.314,480.19,277.163,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,553.994,283.051,500.818,359.586,436.232,394.857,509.716,539.098,0.0,0.0,553.806,318.43,636.185,403.665,742.163,439.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.345,271.335,559.681,265.442,477.342,277.239,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,556.743,280.164,500.82,356.591,436.191,389.1,503.85,536.178,0.0,0.0,553.855,318.262,636.219,406.579,742.193,439.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.315,271.267,556.854,265.383,477.332,277.179,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,553.905,283.04,500.807,356.628,436.217,389.11,503.815,533.184,0.0,0.0,553.833,318.304,633.328,403.717,742.177,439.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.222,271.228,556.786,265.401,477.279,277.164,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,553.855,280.093,500.813,359.47,436.22,394.847,509.699,545.035,0.0,0.0,553.834,318.265,636.225,406.572,742.162,439.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,530.445,268.427,556.723,265.306,474.407,277.14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,553.773,274.299,497.931,359.521,436.174,392.012,509.769,542.09,0.0,0.0,553.756,318.304,639.196,406.567,742.218,439.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,530.34,268.446,553.844,262.398,468.503,277.121,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,553.821,271.422,500.781,356.635,436.194,391.92,515.601,536.173,0.0,0.0,553.839,318.259,633.313,403.733,742.19,439.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.664,506.8,0.0,0.0,0,0,530.414,268.354,553.821,259.486,468.448,277.136,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,551.007,274.252,497.888,356.62,436.144,389.134,518.545,536.13,0.0,0.0,553.75,315.546,633.284,400.832,742.2,439.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.591,506.852,0.0,0.0,0,0,530.234,268.4,553.732,259.476,462.698,274.28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,550.93,271.437,494.972,356.657,436.087,389.111,512.655,539.169,0.0,0.0,551.002,318.281,630.393,397.894,742.184,439.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,527.447,268.275,553.718,256.538,462.691,274.266,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
