FrameNumber,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74
0,559.681,227.192,486.21,335.966,427.208,341.989,0.0,0.0,0.0,0.0,551.001,318.467,601.032,418.477,715.778,480.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.306,221.102,553.961,203.561,477.249,241.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.84,203.589,1310.22,268.31,1307.37,271.181,1395.51,362.513,1478.07,362.523,1316.13,262.493,0.0,0.0,0.0,0.0,1336.75,456.696,1336.77,471.398,1495.56,418.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.97,194.795,0.0,0.0,1339.72,200.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.36,659.809,1371.97,851.114,1242.58,848.185,0.0,0.0,0.0,0.0,1492.69,853.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.79,645.112,1377.97,642.086,1301.33,695.081,1419.14,677.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,559.67,227.156,489.035,336.061,427.278,344.867,0.0,0.0,0.0,0.0,551.017,318.479,600.961,421.386,715.704,480.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.286,218.354,553.92,200.806,477.261,244.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.8,203.551,1310.3,268.292,1307.32,268.459,1392.67,362.571,1480.93,362.55,1324.88,265.349,0.0,0.0,0.0,0.0,1345.51,453.762,1342.62,465.5,1495.56,421.348,1554.55,556.753,0.0,0.0,0.0,0.0,0.0,0.0,1369.15,194.731,0.0,0.0,1339.73,200.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.35,659.778,1366.2,851.123,1239.68,851.08,0.0,0.0,0.0,0.0,1492.6,851.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.78,645.092,1377.96,642.066,1301.37,695.16,1419.16,680.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,559.693,227.144,486.237,335.992,427.216,342.04,0.0,0.0,0.0,0.0,553.714,318.461,601.036,418.5,715.748,480.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.289,218.349,553.929,200.799,477.281,244.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.81,203.532,1310.3,268.282,1307.3,268.448,1389.75,362.579,1480.91,362.587,1324.92,265.357,0.0,0.0,0.0,0.0,1342.6,456.603,1342.58,465.585,1492.85,421.336,1554.53,553.758,0.0,0.0,0.0,0.0,0.0,0.0,1371.93,194.738,0.0,0.0,1339.71,200.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.35,659.76,1369.12,851.118,1242.56,851.066,0.0,0.0,0.0,0.0,1492.6,851.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.79,645.085,1377.95,642.028,1301.33,695.059,1419.16,677.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,559.704,227.177,486.228,336.023,427.22,344.845,0.0,0.0,0.0,0.0,551.01,318.426,601.007,421.364,715.719,480.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.281,221.107,553.941,203.525,477.27,244.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.82,203.531,1310.3,268.271,1307.39,268.459,1389.66,362.59,1478.03,362.588,1321.97,262.489,0.0,0.0,0.0,0.0,1339.68,456.655,1339.69,468.449,1495.56,421.343,1554.56,553.813,0.0,0.0,0.0,0.0,0.0,0.0,1371.94,194.724,0.0,0.0,1339.72,200.653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.35,659.73,1369.09,851.065,1242.61,851.036,0.0,0.0,0.0,0.0,1489.79,851.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.81,645.044,1377.94,642.025,1301.34,695.043,1419.14,677.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,559.673,227.156,486.212,335.987,427.255,342.037,0.0,0.0,0.0,0.0,550.949,318.45,600.962,418.458,715.729,480.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.264,221.095,553.923,200.809,477.263,244.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,200.803,1310.3,268.261,1307.41,268.428,1389.7,362.504,1475.18,362.563,1321.96,262.487,0.0,0.0,0.0,0.0,1345.5,453.742,1345.51,462.659,1495.56,418.512,1554.56,553.852,0.0,0.0,0.0,0.0,0.0,0.0,1369.16,194.715,0.0,0.0,1339.7,200.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.36,659.768,1369.14,851.051,1242.57,848.196,0.0,0.0,0.0,0.0,1492.6,851.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.82,645.057,1377.95,642.028,1301.35,695.038,1419.14,677.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,559.664,227.183,486.247,336.033,427.213,344.829,0.0,0.0,0.0,0.0,553.707,318.488,600.992,418.502,715.692,480.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.253,221.117,553.918,203.53,477.279,244.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,203.527,1310.31,268.255,1307.37,268.406,1389.68,362.471,1477.99,362.527,1322.05,265.306,0.0,0.0,0.0,0.0,1348.46,453.713,1345.6,462.609,1495.55,421.35,1554.56,553.823,0.0,0.0,0.0,0.0,0.0,0.0,1369.16,194.72,0.0,0.0,1339.7,200.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.36,659.79,1369.12,851.065,1242.53,848.181,0.0,0.0,0.0,0.0,1492.62,851.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.82,645.056,1377.95,642.051,1301.33,695.037,1419.12,677.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,559.708,227.173,486.176,336.01,424.375,344.823,0.0,0.0,0.0,0.0,550.937,318.453,601.025,418.5,715.699,480.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.261,221.114,553.936,200.804,477.289,244.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,203.538,1310.3,268.259,1307.41,268.417,1392.6,362.462,1478.02,362.461,1321.97,262.483,0.0,0.0,0.0,0.0,1345.58,453.808,1345.55,465.505,1492.85,418.515,1554.53,553.854,0.0,0.0,0.0,0.0,0.0,0.0,1369.16,194.728,0.0,0.0,1339.71,200.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.35,659.763,1369.11,851.038,1242.55,848.138,0.0,0.0,0.0,0.0,1492.6,851.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.8,645.065,1377.95,642.035,1301.32,695.044,1419.13,677.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,559.733,227.186,486.242,335.941,427.216,341.957,0.0,0.0,0.0,0.0,553.731,318.49,600.992,418.51,715.705,477.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.276,221.125,553.932,200.802,477.279,244.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.12,203.53,1310.32,268.254,1307.37,268.417,1392.6,362.486,1478.02,362.436,1324.87,265.308,0.0,0.0,0.0,0.0,1348.48,453.68,1348.42,462.607,1492.83,421.343,1551.65,553.894,0.0,0.0,0.0,0.0,0.0,0.0,1369.15,194.722,0.0,0.0,1339.7,200.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.36,659.753,1369.09,851.044,1242.54,848.147,0.0,0.0,0.0,0.0,1489.83,851.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.8,645.083,1377.96,642.057,1301.31,695.042,1419.13,677.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,559.712,227.209,486.197,335.985,427.23,342.046,0.0,0.0,0.0,0.0,550.966,318.464,601.018,421.387,715.776,477.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.27,221.132,553.934,203.525,477.289,244.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.13,203.531,1310.3,268.265,1307.42,268.451,1395.64,362.562,1478.0,362.414,1321.96,262.486,0.0,0.0,0.0,0.0,1351.32,453.699,1348.51,462.652,1492.82,418.501,1554.52,553.886,0.0,0.0,0.0,0.0,0.0,0.0,1369.16,194.723,0.0,0.0,1339.71,200.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.34,659.811,1371.94,851.085,1242.54,848.166,0.0,0.0,0.0,0.0,1492.68,853.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.79,645.091,1377.97,642.109,1301.35,695.089,1419.15,680.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,559.758,227.209,486.22,333.126,424.363,341.915,0.0,0.0,0.0,0.0,553.74,318.498,603.858,421.359,718.676,477.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.304,221.112,553.96,203.523,477.303,244.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.81,200.807,1310.35,268.234,1307.43,268.421,1389.75,362.567,1478.03,362.457,1322.05,262.469,0.0,0.0,0.0,0.0,1351.34,450.838,1348.52,462.632,1492.83,418.514,1554.56,553.913,0.0,0.0,1448.63,389.038,0.0,0.0,1371.94,194.733,0.0,0.0,1339.72,200.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.36,659.765,1369.13,851.12,1239.69,851.08,0.0,0.0,0.0,0.0,1492.7,853.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.8,645.085,1377.98,642.089,1301.37,695.153,1419.14,680.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
