FrameNumber,PersonID,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24
0,0,565.613,244.747,483.356,341.871,421.435,362.414,0.0,0.0,0.0,0.0,550.818,321.394,600.998,424.316,721.682,459.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.325,227.235,556.849,221.167,480.094,253.692,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,565.555,244.754,483.357,341.867,421.429,362.414,0.0,0.0,0.0,0.0,550.839,321.417,601.027,427.213,721.666,459.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.292,227.25,556.835,221.136,480.083,256.535,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,565.602,244.76,486.093,341.937,424.334,362.466,0.0,0.0,0.0,0.0,550.813,324.237,601.055,421.379,721.647,459.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.311,227.237,556.827,221.14,480.082,253.691,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,565.622,244.753,486.107,341.887,424.346,362.4,0.0,0.0,0.0,0.0,550.818,321.423,601.045,421.446,724.56,462.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.318,227.23,556.846,221.137,477.343,256.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,565.607,244.725,483.355,341.931,424.309,362.464,0.0,0.0,0.0,0.0,550.805,324.232,601.014,421.346,721.636,459.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.338,227.213,556.816,221.1,477.364,253.681,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,565.604,244.72,486.124,341.888,424.346,362.41,0.0,0.0,0.0,0.0,550.821,321.426,601.015,421.441,721.646,462.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.312,227.209,556.841,221.103,477.363,253.697,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,565.605,244.712,483.336,341.979,424.32,362.59,0.0,0.0,0.0,0.0,550.791,324.217,601.006,421.439,724.512,462.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.341,227.192,556.836,221.096,477.354,253.694,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,565.652,244.728,483.294,341.944,424.302,362.552,0.0,0.0,0.0,0.0,548.003,321.394,600.986,424.355,721.67,462.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.358,227.185,556.882,221.102,480.082,253.688,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,565.625,244.718,486.082,341.87,424.289,362.384,0.0,0.0,0.0,0.0,550.816,321.411,601.002,421.425,721.641,462.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.345,227.177,556.832,221.104,477.364,253.675,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,565.62,244.729,483.355,341.882,424.319,362.406,0.0,0.0,0.0,0.0,550.812,321.412,600.994,424.29,721.651,462.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.326,227.211,556.825,221.12,477.365,256.523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,565.604,244.734,483.356,341.895,424.334,362.427,0.0,0.0,0.0,0.0,550.791,321.411,600.979,421.433,721.584,459.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.309,227.222,556.823,221.132,477.348,256.512,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,565.634,244.759,483.357,341.89,424.348,362.439,0.0,0.0,0.0,0.0,550.78,321.385,601.007,424.339,721.623,462.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.324,227.249,556.821,221.14,480.086,256.517,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,565.616,244.758,486.113,341.916,424.366,362.475,0.0,0.0,0.0,0.0,550.836,321.403,600.986,424.379,721.651,462.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.313,227.242,556.814,221.163,477.357,253.699,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,565.602,244.772,486.132,341.85,427.219,359.566,0.0,0.0,0.0,0.0,550.816,321.402,601.037,418.449,721.648,462.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.322,227.245,556.816,221.167,477.363,253.696,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,565.613,244.756,486.115,341.889,427.214,362.426,0.0,0.0,0.0,0.0,550.81,321.374,601.008,418.406,721.565,462.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.311,227.229,556.847,221.148,480.086,253.699,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
15,0,565.616,244.776,486.094,341.869,424.325,362.394,0.0,0.0,0.0,0.0,550.838,321.371,603.847,421.42,721.708,462.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.324,227.208,556.867,221.181,480.084,253.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,0,565.615,244.764,486.093,341.897,424.359,362.474,0.0,0.0,0.0,0.0,550.82,321.364,601.035,418.454,721.652,462.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.316,227.209,556.808,221.155,480.083,253.682,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
17,0,565.624,244.767,486.087,341.918,427.209,362.522,0.0,0.0,0.0,0.0,550.784,321.334,600.995,415.597,721.614,459.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.3,227.224,556.825,221.143,477.341,256.521,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
18,0,565.61,244.752,483.351,341.931,424.366,362.556,0.0,0.0,0.0,0.0,550.813,321.372,601.035,421.385,721.561,462.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.315,227.204,556.829,221.13,477.344,253.697,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19,0,565.59,244.752,486.126,341.812,424.354,359.603,0.0,0.0,0.0,0.0,550.834,321.307,601.037,418.4,721.634,459.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,533.306,227.176,556.813,221.13,477.354,256.515,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
